,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
2013-11-30,0.0,0.0,33.54,93.54,112.92,97.94,100.32,91.69,93.91,95.53,96.58,0.0,3555.0,3783.92,3575.12,7617.49,2840.87,4014.97,3424.9,6.08,8.81
2013-12-01,0.2,0.0,33.54,93.56,112.98,97.95,100.32,91.69,93.92,95.55,95.17,60.59,3831.7,3742.96,3589.2,7623.72,2850.59,3473.03,3439.69,9.47,12.89
2013-12-02,0.2,0.4,33.41,93.59,113.04,97.95,100.32,91.7,93.92,95.56,95.17,338.83,3485.16,3745.84,3572.89,7766.68,2829.85,3727.62,3469.43,11.46,12.95
2013-12-03,0.0,0.0,33.41,93.59,113.04,97.96,100.34,91.7,93.92,95.58,95.17,144.11,3499.09,3654.97,3453.77,8079.91,2796.98,3798.14,3493.3,9.25,11.51
2013-12-04,0.2,0.0,33.41,93.59,113.05,97.97,100.34,91.7,93.92,95.58,94.47,0.07,3380.9,3642.62,3608.5,7059.82,2764.98,3808.55,3418.06,6.8,8.65
2013-12-05,0.2,0.2,33.97,93.59,113.08,97.97,100.35,91.7,93.92,95.58,94.47,716.58,3221.89,3557.38,3574.33,6921.86,2681.78,3808.55,3436.42,4.71,6.98
2013-12-06,0.0,0.0,33.47,93.59,113.1,97.97,100.35,91.7,93.92,95.58,94.47,792.07,3530.12,4211.53,3554.14,7356.2,2836.94,2526.34,3436.74,6.11,7.83
2013-12-07,0.0,0.0,33.97,93.59,113.12,97.96,100.35,91.7,93.92,95.58,94.47,800.46,3545.86,3743.78,3578.76,7626.13,2863.48,4134.82,3438.83,8.17,8.37
2013-12-08,0.0,0.4,34.14,93.61,113.13,97.97,100.35,91.71,93.92,95.58,96.65,130.07,2666.45,2923.45,2933.71,6011.68,1892.27,3802.18,2853.58,8.72,9.66
2013-12-09,2.4,0.0,34.25,93.62,113.17,97.97,100.35,91.72,93.94,95.6,96.65,1153.8,3303.04,3368.77,3126.02,6410.38,2571.88,3532.03,3207.96,9.54,10.49
2013-12-10,0.0,0.0,34.14,93.62,113.21,97.97,100.35,91.72,93.96,95.61,96.65,540.68,3500.39,3707.68,3548.45,7250.328,2793.96,3802.79,3413.52,6.7,9.12
2013-12-11,0.0,0.0,34.14,93.62,113.23,97.97,100.35,91.72,93.96,95.62,96.65,0.0,3180.96,3503.34,3453.77,6420.24,2779.7,3795.48,3472.16,8.17,8.76
2013-12-12,0.4,0.2,34.25,93.62,113.24,97.97,100.35,91.72,93.97,95.62,96.65,612.68,3574.51,3510.22,3589.6,6795.94,2848.18,2526.34,3216.96,6.52,8.59
2013-12-13,0.0,0.0,34.29,93.62,113.31,97.97,100.33,91.73,93.97,95.62,96.65,635.76,3535.63,3608.03,3554.39,7463.556,2878.85,3644.32,3438.5,6.08,9.4
2013-12-14,0.2,0.0,34.29,93.66,113.39,97.98,100.33,91.73,93.99,95.65,96.6,921.02,3409.67,3625.56,3382.09,6827.11,2734.88,3858.48,3495.56,7.09,9.81
2013-12-15,1.8,1.4,34.32,93.66,113.39,97.98,100.33,91.73,93.99,95.66,96.6,415.37,3166.16,3523.72,3394.76,6819.73,2677.64,3668.08,3448.01,6.44,8.44
2013-12-16,0.2,0.0,34.34,93.66,113.39,98.0,100.35,91.73,93.99,95.66,93.23,151.63,3527.86,3641.08,3888.36,6809.22,2856.6,3807.25,3448.44,6.06,7.73
2013-12-17,0.0,0.0,34.84,93.65,113.41,98.0,100.36,91.72,93.99,95.66,93.23,1496.92,3614.94,3804.84,3598.63,7919.68,2844.47,4026.67,3462.8,6.29,7.82
2013-12-18,0.0,0.0,34.84,93.65,113.41,98.0,100.36,91.72,93.97,95.64,93.23,1325.38,3478.43,3741.05,3574.33,7619.15,2781.04,3785.18,3200.15,5.11,7.0
2013-12-19,0.0,0.2,34.84,93.65,113.41,97.99,100.36,91.72,93.97,95.64,93.3,1362.24,3537.9,3701.52,3579.95,7031.41,2856.6,3258.79,3376.04,6.49,8.59
2013-12-20,6.2,7.6,34.52,93.65,113.45,97.99,100.37,91.73,93.97,95.64,93.39,723.6,3770.86,3559.1,3576.71,7106.184,2670.44,4044.38,3351.13,7.86,9.97
2013-12-21,0.2,0.0,34.47,93.65,113.47,97.99,100.37,91.73,93.97,95.64,93.48,1412.78,3532.54,3625.85,3575.02,7031.41,2839.64,3028.82,3337.06,9.17,11.03
2013-12-22,0.2,0.2,34.47,93.65,113.47,97.99,100.37,91.73,93.97,95.64,96.1,90.4,3547.08,3707.68,3578.83,7031.41,2842.27,3786.73,3417.3,8.02,8.91
2013-12-23,0.4,0.2,34.52,93.65,113.51,97.99,100.36,91.73,93.96,95.64,96.2,11.38,3201.59,3533.58,3340.73,6795.47,2681.78,3308.72,3251.27,6.39,8.05
2013-12-24,0.2,0.0,34.53,93.64,113.51,98.0,100.35,91.71,93.96,95.63,96.2,142.2,3532.86,4137.77,3435.88,7164.0,2821.32,3028.82,3443.83,6.16,7.39
2013-12-25,3.2,1.4,34.56,93.64,113.51,98.0,100.35,91.7,93.96,95.62,96.2,414.68,3500.39,3701.52,3576.71,7312.1759999999995,2821.32,3867.48,3411.18,8.84,9.81
2013-12-26,50.6,25.0,34.61,93.64,113.52,98.0,100.36,91.7,93.96,95.62,96.67,710.78,3201.59,3540.31,3595.97,7257.348000000001,3000.46,4193.71,3469.39,8.05,9.28
2013-12-27,0.2,0.8,34.61,93.66,113.53,98.0,100.36,91.7,93.97,95.62,96.67,90.4,3445.85,3620.41,3554.1,6999.37,2855.41,3811.75,3495.56,5.89,7.71
2013-12-28,0.2,0.0,34.62,93.71,113.59,98.0,100.36,91.73,93.99,95.66,96.69,716.58,3532.54,3666.67,3566.268,7424.89,2730.89,3667.54,3378.49,7.14,9.48
2013-12-29,0.2,1.6,34.62,93.71,113.62,97.98,100.36,91.73,93.99,95.66,96.69,414.68,3479.18,3785.62,3514.5,6941.7,2807.96,3802.79,3392.6,9.21,10.38
2013-12-30,18.4,14.6,34.65,93.71,113.63,97.99,100.36,91.74,93.99,95.66,96.69,644.62,3552.55,3745.84,3509.89,7303.86,2777.26,3809.02,3375.68,6.98,8.95
2013-12-31,0.0,0.0,34.69,93.71,113.65,97.96,100.35,91.73,93.99,95.66,96.69,826.78,3615.98,3976.34,3577.68,7609.25,3078.11,3731.04,3668.18,7.12,9.35
2014-01-01,0.0,0.0,34.1,93.73,113.73,98.01,100.37,91.76,94.02,95.68,96.61,348.19,3530.66,3901.68,3575.52,7758.68,2706.41,3911.36,3369.64,6.03,7.85
2014-01-02,0.4,7.8,34.31,93.74,113.73,98.01,100.37,91.75,94.02,95.69,96.65,436.46,3604.21,3654.97,3645.61,7527.82,2775.2,3867.48,3408.16,4.2,8.13
2014-01-03,5.8,4.6,34.52,93.73,113.73,98.02,100.37,91.76,94.02,95.69,96.69,571.61,3543.55,3791.84,3382.09,7615.76,2886.95,3644.32,3190.28,8.22,11.5
2014-01-04,12.6,6.4,34.27,93.74,113.73,98.02,100.37,91.76,94.02,95.69,96.69,921.02,3534.26,3922.74,3548.81,7907.4,2804.94,3786.73,3501.0,9.86,12.06
2014-01-05,48.2,38.2,34.38,93.75,113.48,98.08,100.48,91.77,94.03,95.71,97.39,657.68,3574.51,3742.02,3578.83,7415.68,2837.2,3671.42,3477.492,6.34,9.35
2014-01-06,0.4,0.0,34.38,93.75,113.48,97.96,100.11,91.67,94.03,95.61,97.4,1183.39,3539.45,3510.22,3589.06,8070.84,3045.06,3744.58,3371.22,8.54,8.28
2014-01-07,0.0,0.0,34.37,93.74,113.48,97.99,100.35,92.06,94.06,95.97,97.95,777.6,3470.36,3594.38,3509.89,7830.14,2852.5,3422.77,3454.13,7.84,9.07
2014-01-08,0.2,0.0,34.32,93.75,113.51,98.19,100.71,91.69,94.07,95.65,97.41,0.07,3590.03,3785.62,3615.88,7831.48,3009.67,3422.77,3469.93,7.84,8.68
2014-01-09,0.2,0.2,34.32,93.75,113.57,97.97,100.38,91.78,94.07,95.74,96.7,82.26,3515.22,3888.5,3572.96,7569.04,2750.22,4191.55,3449.23,7.53,8.33
2014-01-10,0.0,0.0,34.28,93.75,113.62,97.97,100.37,91.78,94.08,95.74,96.69,582.98,3378.1,3742.02,3574.33,7052.22,2856.6,2526.34,3469.97,8.2,9.4
2014-01-11,0.0,0.0,34.2,93.76,113.66,97.96,100.37,91.78,94.07,95.74,96.68,856.73,3614.94,4098.1,3628.44,6832.58,2862.72,3730.03,3436.49,7.61,9.07
2014-01-12,0.0,0.0,34.15,93.76,113.7,97.96,100.37,91.78,94.07,95.74,96.57,370.87,3470.36,3689.46,3296.16,6491.3,2671.16,4129.88,3202.49,8.04,9.0
2014-01-13,0.0,0.0,34.12,93.76,113.7,97.97,100.37,91.78,94.07,95.74,96.57,2.59,2710.94,2923.09,2538.54,5588.86,2620.33,2665.22,2682.97,8.25,9.87
2014-01-14,17.6,22.8,30.99,93.75,113.7,97.97,100.36,91.78,94.07,95.72,96.56,1193.44,3603.71,3745.84,3567.53,6832.58,2706.41,3504.89,3445.45,8.0,9.18
2014-01-15,4.6,0.6,30.57,93.74,113.69,97.97,100.35,91.78,94.06,95.72,96.45,1446.7,3499.81,3606.48,3435.88,7291.19,2783.09,3807.11,3438.5,6.59,8.75
2014-01-16,0.2,0.2,30.57,93.74,113.63,97.97,100.35,91.76,94.06,95.71,96.45,1190.99,3590.03,3503.34,3452.26,7615.76,2733.88,3911.36,3440.56,6.99,8.33
2014-01-17,3.0,5.0,30.57,93.71,113.63,97.97,100.35,91.76,94.02,95.68,96.45,1319.36,3499.09,3563.24,3555.97,7900.31,2660.04,3028.82,3440.56,9.59,10.55
2014-01-18,3.6,2.6,31.84,93.68,113.58,97.95,100.33,91.75,94.0,95.65,95.06,873.94,3158.5,3285.72,3378.35,6627.67,2690.28,4144.0,3382.88,11.15,12.6
2014-01-19,20.2,12.8,32.02,93.68,113.58,97.95,100.33,91.75,94.0,95.65,95.06,900.32,3322.91,3555.0,3303.36,6366.2,2783.09,3308.72,3250.15,11.03,12.55
2014-01-20,22.2,31.8,32.02,93.68,113.58,97.95,100.33,91.75,94.0,95.65,96.51,875.48,3592.62,3642.62,3454.02,7408.62,2843.32,3802.79,3507.98,7.48,9.11
2014-01-21,1.0,0.4,32.02,93.7,113.63,97.98,100.33,91.79,94.01,95.68,96.51,1184.98,3541.07,3625.85,3400.38,7615.04,2837.12,3414.35,3327.59,7.05,9.43
2014-01-22,3.0,2.8,31.88,93.7,113.63,97.98,100.33,91.79,94.01,95.68,96.5,1048.28,3547.08,3641.08,3594.1,7614.72,2990.38,3454.92,3439.3,6.82,7.51
2014-01-23,3.6,10.4,31.8,93.7,113.63,98.0,100.32,91.79,94.01,95.68,96.5,1155.28,3544.96,3952.62,3589.06,7773.91,2840.47,3802.79,3550.5,6.32,7.83
2014-01-24,23.2,18.0,31.7,93.71,113.67,98.0,100.37,91.79,94.02,95.69,96.5,61.99,2956.39,3606.8,3514.5,7312.1759999999995,2630.45,3461.87,3357.9,5.76,7.44
2014-01-25,0.0,0.0,31.45,93.68,113.62,98.0,100.34,91.77,94.0,95.67,96.14,1288.66,3445.85,3706.96,3481.31,7610.54,2723.54,3504.89,3438.14,3.52,6.96
2014-01-26,0.0,0.0,31.42,93.66,113.6,97.98,100.34,91.74,93.99,95.65,93.6,190.22,3549.71,3461.9,3400.38,7059.82,2779.7,4191.55,3204.36,3.27,5.91
2014-01-27,7.6,11.2,31.26,93.67,113.61,98.0,100.34,91.77,93.99,95.67,93.6,1184.98,34.02,2707.34,1967.0,3191.44,1121.8,2213.06,1884.82,2.82,4.17
2014-01-28,0.0,0.0,31.11,93.66,113.61,98.0,100.34,91.76,93.99,95.65,93.82,962.68,2805.3,3179.56,3080.66,6620.94,2620.66,2459.7,2547.36,3.14,6.78
2014-01-29,14.2,19.4,30.86,93.66,113.56,97.98,100.3,91.75,93.97,95.64,93.82,1362.24,3530.66,3275.93,3609.76,7614.79,3009.02,3709.69,3465.61,3.76,6.07
2014-01-30,20.8,6.4,30.64,93.67,113.52,97.98,100.25,91.75,93.97,95.63,95.03,1420.38,3545.86,3548.45,3578.76,6255.36,2742.52,3807.11,3351.13,8.9,10.33
2014-01-31,112.6,55.0,30.34,93.52,113.27,97.97,100.25,91.75,93.95,95.63,95.03,1235.41,3472.96,3587.76,3433.03,7626.13,2741.72,3807.11,3347.71,10.1,11.38
2014-02-01,6.2,4.0,30.19,93.68,113.09,97.97,100.3,91.74,93.93,95.61,95.03,1032.52,3499.6,3742.96,3576.78,7257.348000000001,2807.96,3671.42,3449.808,10.03,11.6
2014-02-02,37.4,28.0,29.87,93.48,113.07,97.97,100.3,91.74,93.9,95.58,93.36,1243.33,3158.93,3354.16,3242.45,6328.51,2640.67,3528.0,3157.13,8.94,10.64
2014-02-03,14.2,10.6,29.55,93.49,113.06,97.98,100.34,91.73,93.89,95.57,93.18,1481.58,3518.24,4113.83,3453.77,4790.34,2671.16,4144.0,3239.03,8.23,9.35
2014-02-04,1.6,3.6,29.11,93.51,113.06,97.98,100.34,91.72,93.88,95.56,93.18,896.6160000000001,3574.51,3660.16,3638.66,7610.11,2739.67,3414.35,3400.16,7.36,8.61
2014-02-05,13.4,17.6,28.64,93.49,113.02,97.98,100.26,91.72,93.86,95.53,93.36,1484.5,3509.71,3775.46,3554.39,7737.7,2680.2,3504.89,3388.14,6.75,8.04
2014-02-06,2.0,6.2,28.2,93.45,112.87,97.95,100.26,91.72,93.85,95.53,95.98,1496.92,3497.72,3376.01,3575.34,7766.68,2781.04,3414.35,3143.74,6.21,8.52
2014-02-07,1.8,5.2,27.81,93.39,112.86,97.95,100.26,91.71,93.83,95.52,95.98,1431.32,3549.42,3307.72,3580.24,5370.3,2660.04,3795.48,3331.73,8.63,9.31
2014-02-08,7.6,9.6,27.44,93.32,112.85,97.92,100.26,91.68,93.78,95.46,95.98,1442.77,3500.39,3523.9,3400.38,6831.0,2663.75,4022.06,3438.5,8.68,9.68
2014-02-09,10.4,21.6,27.1,93.31,112.82,97.91,100.26,91.68,93.78,95.45,95.9,1362.56,3422.27,3110.44,3571.09,5933.59,1608.95,4144.0,3467.41,7.96,9.39
2014-02-10,21.4,20.2,26.79,93.28,112.81,97.91,99.95,91.67,93.78,95.45,95.83,1048.28,2713.39,2505.24,2538.54,5092.63,2620.33,129.46,2286.47,8.44,9.72
2014-02-11,2.8,1.4,26.49,93.25,112.73,97.91,99.89,91.67,93.72,95.41,95.66,1362.24,3770.86,3606.48,3592.55,6804.47,2796.62,3667.54,3429.47,8.75,11.01
2014-02-12,0.0,0.0,26.25,93.25,112.7,97.91,99.89,91.67,93.71,95.39,95.63,1412.78,3407.83,3472.92,3399.95,7942.9,2767.5,3667.54,3428.64,6.74,9.81
2014-02-13,0.0,0.2,25.99,93.24,112.61,97.92,99.89,91.67,93.68,95.38,95.57,723.6,2732.47,2461.68,3089.34,5588.86,2472.192,2459.7,2746.98,7.7,9.63
2014-02-14,0.0,0.0,25.76,93.22,112.6,97.92,99.95,91.67,93.68,95.37,95.56,1305.18,2760.26,3533.47,3570.16,7138.98,2646.36,3461.87,3248.03,9.43,11.45
2014-02-15,0.0,0.0,25.57,93.21,112.55,97.91,100.05,91.65,93.67,95.37,91.6,1269.43,2788.74,3078.94,3002.4,5697.36,1969.81,3366.76,2879.6,11.51,11.36
2014-02-16,0.0,0.0,25.37,93.2,112.49,97.91,100.08,91.63,93.64,95.35,95.47,1335.17,3025.48,3408.37,0.0,4898.09,2729.77,2705.36,2486.88,13.33,12.87
2014-02-17,0.0,0.0,25.17,93.18,112.49,97.91,100.08,91.63,93.62,95.31,95.46,971.06,3553.02,3562.34,3581.24,6764.9,2732.04,3807.11,3399.3,13.67,12.99
2014-02-18,0.0,0.0,24.99,93.17,112.48,97.91,100.16,91.63,93.61,95.31,95.44,436.46,3593.81,3419.89,3628.73,7055.35,2728.94,3668.08,3382.88,15.03,15.95
2014-02-19,0.0,0.0,24.81,93.16,112.47,97.88,100.18,91.62,93.61,95.3,95.44,687.24,2773.66,2673.72,3091.1,6024.24,2612.38,3817.98,3101.83,12.71,13.48
2014-02-20,6.8,14.6,24.66,93.13,112.45,97.88,100.18,91.61,93.61,95.29,95.44,1420.38,3547.12,3636.58,3520.01,6620.94,2765.02,1534.36,3427.99,8.63,9.6
2014-02-21,0.2,0.0,24.53,93.13,112.43,97.88,100.21,91.61,93.6,95.28,95.44,1283.0,3227.0,3536.1,3570.16,6256.76,2674.37,3901.86,3388.14,7.96,9.31
2014-02-22,1.8,3.6,24.39,93.13,112.43,97.88,100.21,91.61,93.59,95.28,95.44,1394.53,3162.92,3309.16,3241.98,6024.24,2763.65,3845.27,3283.02,8.28,9.62
2014-02-23,0.0,0.0,24.27,93.12,112.37,97.9,100.21,91.6,93.59,95.28,95.4,436.46,3538.48,3206.38,3640.54,6292.62,2747.05,1534.36,3507.16,5.91,9.38
2014-02-24,0.0,0.0,24.16,93.11,112.35,97.9,100.24,91.6,93.59,95.26,95.4,1048.28,3214.33,3433.57,3191.69,6392.34,2631.56,4193.39,3403.44,6.24,8.45
2014-02-25,0.2,0.0,24.05,93.09,112.32,97.9,100.24,91.59,93.56,95.24,95.36,1431.32,2961.97,3457.3,3034.58,5704.09,2725.49,3211.2,3107.2,7.0,8.48
2014-02-26,1.0,0.4,23.96,93.09,112.3,97.89,100.24,91.59,93.56,95.23,92.71,1495.87,3547.8,3472.92,3573.4,6305.04,2660.44,3901.86,3212.17,7.71,9.04
2014-02-27,1.4,3.6,23.88,93.06,112.23,97.88,100.21,91.57,93.52,95.19,92.71,1316.12,3541.07,3515.8,3441.67,6256.76,2573.784,3598.63,3445.74,7.84,8.86
2014-02-28,21.8,22.2,23.78,93.01,112.2,97.84,100.21,91.54,93.49,95.15,93.08,1502.64,3540.74,3849.52,3554.14,6398.6,2787.08,1778.51,3145.25,5.92,7.0
2014-03-01,63.6,48.6,23.67,92.97,111.9,97.82,100.12,91.54,93.46,95.14,93.08,1310.36,3215.45,3079.76,3573.4,5925.89,2603.99,3901.86,3426.41,4.69,6.44
2014-03-02,1.4,2.4,23.58,92.97,111.88,97.8,100.12,91.54,93.46,95.13,95.22,1088.75,3096.07,3609.65,3514.5,6410.38,2672.42,3809.84,3428.46,3.11,4.66
2014-03-03,21.6,9.2,23.52,92.97,111.88,97.8,100.12,91.53,93.46,95.13,95.24,1496.92,2921.18,3015.65,3570.16,5096.09,2606.26,3985.16,3251.27,7.02,8.17
2014-03-04,12.0,15.6,23.41,92.97,111.9,97.82,100.18,91.55,93.46,95.14,95.25,1442.77,3827.09,3333.96,3888.36,6392.34,2677.36,3437.21,3392.71,4.75,6.53
2014-03-05,0.0,0.0,23.32,93.02,111.91,97.82,100.18,91.7,93.47,95.14,95.25,1187.03,3593.38,3803.47,3580.56,6490.62,2740.25,3911.36,3392.6,7.59,9.9
2014-03-06,0.0,0.0,23.21,93.02,111.91,97.84,100.18,91.54,93.48,95.16,95.25,1041.98,3221.89,3373.88,3176.35,5096.09,2539.04,3817.98,2980.51,8.87,10.37
2014-03-07,0.0,0.0,23.16,93.02,111.94,97.84,100.08,91.45,93.48,95.16,95.26,1193.44,3380.9,3240.58,3399.95,3070.04,2527.49,3088.908,2880.97,10.17,11.51
2014-03-08,0.2,0.0,23.06,93.01,111.94,97.82,100.0,91.55,93.48,95.16,95.25,687.24,2505.31,2913.08,2510.42,5110.31,2009.92,3010.21,2674.3,8.4,10.22
2014-03-09,0.0,0.0,22.98,93.0,111.94,97.82,99.95,91.45,93.48,95.16,95.25,1283.0,3322.91,3217.68,3394.76,6051.56,2627.89,4022.06,3426.52,10.06,11.13
2014-03-10,0.4,1.8,22.76,92.98,111.94,97.82,99.91,91.53,93.46,95.14,95.22,926.1,3051.79,3536.78,2265.41,4898.09,2197.55,2336.15,2535.16,8.85,10.17
2014-03-11,0.0,1.6,22.7,92.97,111.89,97.82,99.91,91.54,93.44,95.12,94.17,1041.98,2456.35,2785.5,2350.62,4931.21,1854.86,3460.25,2204.21,8.11,9.28
2014-03-12,0.0,0.0,22.61,92.97,111.87,97.8,99.9,91.34,93.42,95.1,94.17,1048.28,3549.42,3371.47,3118.03,5697.36,2410.02,2933.21,3079.91,8.33,9.91
2014-03-13,0.0,0.0,22.61,92.95,111.85,97.79,99.85,91.53,93.4,95.1,94.17,1393.96,3550.64,3495.35,3580.42,6117.95,2767.5,4144.0,3461.328,10.41,11.05
2014-03-14,0.0,0.0,22.56,92.95,111.84,97.78,99.84,91.51,93.4,95.1,95.13,1362.56,3531.06,3575.41,3340.73,5704.09,2772.04,3575.09,3496.03,10.82,11.68
2014-03-15,0.0,0.0,22.52,92.94,111.84,97.78,99.74,91.51,93.39,95.09,95.14,1183.39,3475.08,3803.47,3514.5,5925.89,2690.28,3535.92,3389.8,10.79,12.2
2014-03-16,0.0,0.0,22.44,92.93,111.83,97.77,99.66,91.49,93.38,95.09,95.14,61.99,3175.13,3547.04,3567.53,5096.09,2970.25,3504.89,3448.15,10.84,12.59
2014-03-17,0.0,0.0,22.23,92.93,111.84,97.76,99.61,91.49,93.38,95.1,95.14,1308.28,3553.02,3517.06,3433.03,6051.56,2787.08,3470.08,3395.88,13.27,12.62
2014-03-18,0.0,0.0,22.13,92.92,111.83,97.76,99.66,91.49,93.38,95.09,95.13,1048.28,2505.31,3236.29,2780.78,5585.47,1919.3,2285.03,2479.18,12.12,11.97
2014-03-19,0.0,0.0,22.1,92.91,111.83,97.76,99.74,91.48,93.37,95.09,95.12,1235.41,2767.64,3556.87,3628.73,6392.34,2959.38,1778.51,3220.7,10.5,12.45
2014-03-20,0.2,0.0,22.07,92.91,111.81,97.76,99.66,91.48,93.35,95.08,95.09,873.94,3223.22,3525.12,3595.97,6047.24,2767.07,4144.0,3380.26,13.07,14.59
2014-03-21,0.0,0.0,21.99,92.9,111.8,97.75,100.05,91.46,93.35,95.08,95.01,1283.0,3557.12,3167.14,3433.03,6047.39,2734.34,3575.09,3456.04,12.98,13.86
2014-03-22,1.2,5.8,21.94,92.88,111.79,97.75,100.05,91.45,93.3,95.06,90.83,1549.73,2647.33,2696.29,2538.54,4883.4,2206.12,2998.48,3490.27,11.49,12.27
2014-03-23,5.4,9.4,21.89,92.85,111.72,97.75,99.8,91.44,93.27,95.06,90.83,1848.1,3590.75,3536.93,3481.31,6410.38,2612.38,4129.88,3405.71,9.48,10.84
2014-03-24,7.6,10.8,21.82,92.84,111.69,97.76,99.8,91.44,93.26,95.05,90.83,1917.47,3096.828,3833.57,3567.53,6047.39,2620.66,3800.77,3222.76,5.26,7.69
2014-03-25,1.6,5.0,21.76,92.83,111.62,97.76,99.85,91.43,93.23,95.04,90.77,1800.61,1824.7,2548.04,2538.54,4932.47,2602.26,2713.43,3143.09,5.3,7.15
2014-03-26,0.0,0.2,21.74,92.83,111.61,97.76,99.84,91.43,93.22,95.04,90.77,1618.596,3535.63,3532.97,3452.26,5096.09,2679.84,3598.63,3441.35,7.48,9.1
2014-03-27,8.6,10.0,21.57,92.83,111.61,97.77,99.84,91.43,93.22,95.04,94.92,1285.27,2933.21,2941.99,3644.82,5098.1,2417.65,3531.56,3303.22,6.75,8.11
2014-03-28,0.0,0.0,21.55,92.83,111.61,97.77,99.84,91.43,93.22,95.03,94.97,734.76,3227.0,3412.26,3631.25,5704.09,2672.42,3308.72,3415.93,8.63,11.45
2014-03-29,0.0,0.0,21.52,92.83,111.61,97.76,99.67,91.43,93.21,94.99,94.97,1182.38,3215.45,3396.2,3398.18,6024.24,2677.64,3800.77,3416.51,11.0,12.25
2014-03-30,0.0,0.0,21.48,92.83,111.61,97.75,99.67,91.43,93.21,94.98,94.97,151.63,2183.54,2628.29,2782.69,5208.12,1847.99,2705.36,2542.28,12.09,13.37
2014-03-31,0.0,0.0,21.43,92.83,111.61,97.74,99.65,91.42,93.21,94.98,94.96,908.06,3450.38,3326.94,3570.16,5697.36,2665.69,3901.86,3239.17,11.73,14.02
2014-04-01,0.0,0.0,21.34,92.82,111.6,97.74,99.64,91.42,93.09,94.98,94.86,1313.86,3592.94,3324.28,3176.35,4760.82,2223.5,3366.76,3211.27,10.54,12.23
2014-04-02,0.0,0.0,21.3,92.81,111.56,97.73,99.61,91.41,93.06,94.98,94.86,1362.56,3523.54,3553.81,3648.38,5788.26,2690.28,3668.08,3443.18,11.04,12.28
2014-04-03,0.0,0.0,21.26,92.78,111.54,97.73,99.61,91.39,93.06,94.98,93.53,1331.53,3590.75,3567.89,3530.88,4760.82,2683.15,3860.06,3450.2,13.18,14.28
2014-04-04,19.8,17.8,21.22,92.78,111.54,97.73,99.64,91.36,93.08,94.91,93.53,1243.33,3135.42,3221.64,3303.36,4909.75,2423.02,2811.71,3232.98,11.34,13.12
2014-04-05,0.0,0.0,21.19,92.78,111.54,97.72,99.64,91.34,93.08,94.91,94.87,17.14,2921.18,3194.53,3640.54,5089.5,2539.04,3308.72,3312.14,10.41,12.88
2014-04-06,0.0,0.0,21.18,92.78,111.53,97.72,99.66,91.32,93.08,94.9,94.87,1325.38,3831.7,4243.28,3522.6,5106.17,2681.78,2657.09,3439.51,13.84,15.63
2014-04-07,0.0,0.0,21.13,92.78,111.5,97.72,99.71,91.31,93.08,94.89,90.73,1615.54,3844.76,3511.66,3891.56,4883.4,2247.55,3803.9,3412.37,15.43,16.65
2014-04-08,0.0,0.0,21.06,92.78,111.5,97.71,99.71,91.3,93.04,94.9,94.81,1402.74,3173.51,3529.19,3340.73,4719.53,2647.26,3423.78,3301.31,14.98,15.99
2014-04-09,0.2,0.2,20.97,92.76,111.48,97.7,99.71,91.3,93.02,94.89,94.8,1048.28,3523.54,3609.29,3577.39,5103.14,2557.37,3668.08,3436.42,13.24,14.63
2014-04-10,0.0,0.0,20.96,92.76,111.46,97.69,99.71,91.3,93.02,94.87,94.78,687.24,3069.54,3541.93,3400.85,5141.12,2684.95,3800.77,3458.808,11.17,13.68
2014-04-11,0.0,0.0,20.91,92.74,111.46,97.69,99.69,91.29,93.01,94.86,94.78,913.82,29.77,2720.4120000000003,2189.23,4007.88,1714.82,2271.96,2327.9,12.17,13.58
2014-04-12,0.0,0.0,20.87,92.74,111.44,97.68,99.67,91.28,93.01,94.87,94.78,723.6,3226.07,2794.82,3303.36,4937.72,2695.68,4039.42,3277.08,11.92,13.18
2014-04-13,2.0,2.4,20.83,92.73,111.42,97.68,99.66,91.28,93.0,94.86,94.75,151.63,3482.06,3414.71,3399.95,5107.5,2956.1,4149.54,3447.29,12.55,14.37
2014-04-14,0.0,0.0,20.83,92.73,111.41,97.68,99.66,91.27,92.98,94.85,93.35,1378.22,2314.66,2699.21,2756.63,4648.86,1940.83,2627.89,2431.15,12.63,13.97
2014-04-15,8.2,0.4,20.77,92.7,111.4,97.67,99.66,91.26,92.98,94.83,93.35,1461.42,3212.5,3044.41,3572.03,5135.65,2665.69,3814.06,3496.03,9.45,11.29
2014-04-16,0.0,0.0,20.77,92.69,111.37,97.66,99.67,91.26,92.98,94.79,93.35,1468.3,3217.57,3586.9,3573.4,5106.53,2647.26,3461.87,3230.71,8.1,10.53
