,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
2016-12-21,0.0,9.1,296.6075439
2016-12-22,0.0,6.95,296.6075439
2016-12-23,0.0,8.65,296.6075439
2016-12-24,0.0,9.2,296.6075439
2016-12-25,0.0,6.4,296.6075439
2016-12-26,0.0,10.25,296.6075439
2016-12-27,0.0,8.9,296.6075439
2016-12-28,0.0,7.3,296.6075439
2016-12-29,0.0,2.15,296.6075439
2016-12-30,0.0,1.1,296.6075439
2016-12-31,0.0,2.5,296.6075439
2017-01-01,0.0,3.35,296.6075439
2017-01-02,0.0,3.7,296.6075439
2017-01-03,15.0,4.2,296.6075439
2017-01-04,0.0,4.35,296.6075439
2017-01-05,6.8,1.9,296.6075439
2017-01-06,0.0,-4.3,296.6075439
2017-01-07,2.2,-4.9,296.6075439
2017-01-08,2.0,-3.2,296.6075439
2017-01-09,1.4,-0.4,296.6075439
2017-01-10,0.0,-2.0,296.6075439
2017-01-11,0.0,-2.35,296.6075439
2017-01-12,5.8,1.05,296.6075439
2017-01-13,28.6,3.1,296.6075439
2017-01-14,0.8,0.35,296.6075439
2017-01-15,0.0,0.5,296.6075439
2017-01-16,0.0,2.45,296.6075439
2017-01-17,4.4,2.25,296.6075439
2017-01-18,10.0,2.45,296.6075439
2017-01-19,0.0,3.7,296.6075439
2017-01-20,0.0,3.9,296.6075439
2017-01-21,0.0,5.15,296.6075439
2017-01-22,0.0,7.15,296.6075439
2017-01-23,2.8,6.65,296.6075439
2017-01-24,0.8,4.8,296.6075439
2017-01-25,0.0,6.1,296.6075439
2017-01-26,0.0,3.3,296.6075439
2017-01-27,0.0,4.25,296.6075439
2017-01-28,0.0,5.35,296.6075439
2017-01-29,0.0,4.4,296.6075439
2017-01-30,0.0,4.55,296.6075439
2017-01-31,0.0,5.8,296.6075439
2017-02-01,1.4,6.8,296.6075439
2017-02-02,0.0,7.05,296.6075439
2017-02-03,2.0,8.4,296.6075439
2017-02-04,5.0,9.15,296.6075439
2017-02-05,15.8,8.55,296.6075439
2017-02-06,30.0,5.9,296.6075439
2017-02-07,3.6,6.35,296.6075439
2017-02-08,0.2,6.85,296.6075439
2017-02-09,1.2,5.55,296.6075439
2017-02-10,2.6,8.05,296.6075439
2017-02-11,0.0,7.85,296.6075439
2017-02-12,0.0,8.15,296.6075439
2017-02-13,0.0,8.15,296.6075439
2017-02-14,0.0,7.1,296.6075439
2017-02-15,0.0,6.95,296.6075439
2017-02-16,0.0,8.1,296.6075439
2017-02-17,0.0,7.1,296.6075439
2017-02-18,6.4,4.95,296.6075439
2017-02-19,0.0,5.1,296.6075439
2017-02-20,0.0,5.3,291.6645628
2017-02-21,0.0,5.5,294.6357144
2017-02-22,0.0,6.85,293.99735939999994
2017-02-23,0.0,8.35,294.43378210000003
2017-02-24,3.8,8.0,294.82201410000005
2017-02-25,2.8,9.05,294.553379
2017-02-26,0.0,9.55,292.29148230000004
2017-02-27,0.0,9.8,291.2113498
2017-02-28,0.6,8.4,291.19615330000005
2017-03-01,2.0,8.8,288.6040936
2017-03-02,0.0,8.85,289.89635930000003
2017-03-03,0.0,9.55,288.7451165
2017-03-04,2.2,10.0,288.6375582
2017-03-05,25.7,5.85,288.6189608
2017-03-06,23.2,8.85,288.0262688
2017-03-07,10.8,5.6,287.55791630000004
2017-03-08,0.0,8.4,286.4191484
2017-03-09,0.0,10.55,286.6520425
2017-03-10,1.4,10.85,287.22234130000004
2017-03-11,0.2,7.35,286.7405164
2017-03-12,0.0,6.8,286.39973100000003
2017-03-13,0.0,8.7,286.5646176
2017-03-14,0.0,8.65,286.72199900000004
2017-03-15,0.0,8.25,286.8243296
2017-03-16,0.0,9.65,286.9755518
2017-03-17,0.0,11.5,287.7310898
2017-03-18,0.0,10.1,288.4987318
2017-03-19,0.0,10.3,288.6876497
2017-03-20,0.0,12.95,288.0903892
2017-03-21,0.0,13.05,287.5985477
2017-03-22,0.0,13.5,287.1178523
2017-03-23,0.0,13.1,287.096405
2017-03-24,0.0,14.65,287.25974489999993
2017-03-25,0.0,15.5,287.26295760000005
2017-03-26,2.4,12.05,287.231903
2017-03-27,8.2,7.35,228.3064201
2017-03-28,0.0,8.55,286.7941969
2017-03-29,0.0,11.55,286.29798250000005
2017-03-30,0.0,14.65,284.8807108
2017-03-31,0.0,15.2,286.3353148
2017-04-01,0.0,13.6,286.4176215
2017-04-02,5.2,11.45,286.45502739999995
2017-04-03,12.0,9.55,285.9679685
2017-04-04,2.4,11.6,286.00384069999996
2017-04-05,14.5,11.75,286.32539239999994
2017-04-06,12.4,10.7,286.4090661
2017-04-07,0.0,10.55,286.4779599
2017-04-08,0.0,12.9,224.04016549999997
2017-04-09,0.0,14.3,223.75951119999996
2017-04-10,0.0,14.85,241.56582110000002
2017-04-11,5.6,14.25,286.7788145
2017-04-12,0.6,13.95,286.5581728
2017-04-13,0.2,13.75,286.7820897
2017-04-14,0.0,13.55,286.92911910000004
2017-04-15,0.0,13.25,287.02982569999995
2017-04-16,2.0,13.95,287.1842157
2017-04-17,1.0,13.45,286.92724080000005
2017-04-18,3.0,9.95,286.5719101
2017-04-19,1.4,4.75,286.3109447
2017-04-20,0.0,4.55,286.20385489999995
2017-04-21,0.0,5.1,286.45629489999993
2017-04-22,0.0,7.55,286.5600502
2017-04-23,0.0,10.7,284.8843918
2017-04-24,0.0,11.1,285.1916656
2017-04-25,0.0,12.1,285.1545672
2017-04-26,0.0,12.55,285.7000854
2017-04-27,10.4,12.75,285.1102184
2017-04-28,33.4,9.45,284.6511823
2017-04-29,2.4,11.6,284.4912565
2017-04-30,0.0,11.7,284.5599713
2017-05-01,0.0,11.95,284.69091069999996
2017-05-02,0.0,13.6,284.47002319999996
2017-05-03,3.4,13.25,284.48013660000004
2017-05-04,0.0,13.75,284.84361889999997
2017-05-05,0.4,15.4,284.7121872
2017-05-06,0.8,14.55,283.6812059
2017-05-07,1.6,12.6,284.93659260000004
2017-05-08,33.5,11.85,284.83568460000004
2017-05-09,25.7,11.55,284.74059730000005
2017-05-10,0.0,13.65,284.16673910000003
2017-05-11,0.2,16.85,282.0025983
2017-05-12,0.2,19.05,282.00043839999995
2017-05-13,0.0,17.35,282.2620847
2017-05-14,0.0,16.7,283.2068881
2017-05-15,16.4,17.1,283.1913106
2017-05-16,0.0,16.3,281.3795277
2017-05-17,0.0,17.6,284.61365789999996
2017-05-18,0.0,17.95,286.807341
2017-05-19,0.0,18.15,282.6753369
2017-05-20,15.3,14.15,283.58759680000003
2017-05-21,0.2,12.25,285.533332
2017-05-22,0.0,16.4,286.385509
2017-05-23,32.4,17.4,286.6528776
2017-05-24,0.2,17.5,286.42375830000003
2017-05-25,4.0,16.2,286.626628
2017-05-26,0.0,15.2,285.6512042
2017-05-27,0.0,16.35,286.6524543
2017-05-28,0.0,18.35,287.02885089999995
2017-05-29,0.0,18.15,286.0659397
2017-05-30,0.0,19.1,286.8284478
2017-05-31,0.0,19.75,286.90170839999996
2017-06-01,0.0,19.95,286.8994982
2017-06-02,0.0,19.05,286.82793010000006
2017-06-03,0.0,19.6,286.90734080000004
2017-06-04,0.0,20.35,286.87921789999996
2017-06-05,0.0,20.95,286.28123189999997
2017-06-06,2.0,18.3,285.5820478
2017-06-07,0.0,18.45,286.3643435
2017-06-08,0.0,19.65,286.8675473
2017-06-09,0.0,20.15,286.37510039999995
2017-06-10,0.4,21.2,286.3869403
2017-06-11,0.0,21.2,286.29273900000004
2017-06-12,0.0,20.85,285.3902438
2017-06-13,0.0,22.8,285.60131060000003
2017-06-14,0.0,23.05,287.17239889999996
2017-06-15,0.0,23.45,287.77708010000003
2017-06-16,0.0,23.4,288.38205539999996
2017-06-17,19.6,22.05,289.0467915
2017-06-18,0.0,18.95,286.2061508
2017-06-19,0.0,19.6,289.3061664
2017-06-20,0.0,21.9,289.9236996
2017-06-21,0.0,22.4,290.5236353
2017-06-22,15.2,23.3,290.9879992
2017-06-23,0.0,23.1,291.287717
2017-06-24,0.0,23.2,291.6549225
2017-06-25,0.0,23.85,292.2848459
2017-06-26,1.6,23.6,292.9121432
2017-06-27,0.0,24.4,293.55749460000004
2017-06-28,0.6,23.1,292.9867285
2017-06-29,0.4,22.2,294.439253
2017-06-30,0.0,22.1,293.4865359
2017-07-01,0.4,19.6,295.22875580000004
2017-07-02,11.0,19.1,294.3056068
2017-07-03,0.0,19.1,294.4049237
2017-07-04,0.0,21.85,295.6234193
2017-07-05,0.0,24.3,295.7802416
2017-07-06,0.0,25.2,295.71181989999997
2017-07-07,0.0,25.9,295.81987480000004
2017-07-08,0.0,25.85,294.5402742
2017-07-09,0.0,26.2,294.61208839999995
2017-07-10,0.0,26.05,295.4342903
2017-07-11,0.0,25.55,293.061802
2017-07-12,0.0,26.0,295.5889382
2017-07-13,0.0,26.0,295.67146319999995
2017-07-14,31.0,23.85,295.5815736
2017-07-15,24.4,21.65,295.654385
2017-07-16,0.2,19.35,294.8660635
2017-07-17,0.0,20.2,295.35091719999997
2017-07-18,0.0,21.55,295.50219169999997
2017-07-19,0.0,23.05,295.5510162
2017-07-20,0.0,23.4,295.4842514
2017-07-21,0.0,25.3,294.60255750000005
2017-07-22,0.0,24.9,282.3087938
2017-07-23,0.0,24.8,295.507095
2017-07-24,0.0,23.95,295.5224008
2017-07-25,6.6,20.25,295.4739713
2017-07-26,1.2,19.15,295.4049869
2017-07-27,0.0,19.95,295.4620642
2017-07-28,0.0,21.65,295.69434110000003
2017-07-29,0.0,23.0,295.20426610000004
2017-07-30,0.0,25.2,295.23179439999996
2017-07-31,0.2,27.65,295.2068845
2017-08-01,0.0,29.0,295.1331078
2017-08-02,0.0,30.4,293.93027939999996
2017-08-03,0.0,31.1,290.91548339999997
2017-08-04,0.0,30.9,283.0075508
2017-08-05,0.0,30.2,279.5458599
2017-08-06,0.0,28.05,279.89574510000006
2017-08-07,0.0,29.0,279.75957719999997
2017-08-08,0.0,28.45,277.8994841
2017-08-09,0.0,28.95,277.0360834
2017-08-10,0.0,29.15,274.34621269999997
2017-08-11,0.0,21.55,267.73778369999997
2017-08-12,13.8,18.3,264.2501785
2017-08-13,0.0,20.5,262.9659385
2017-08-14,0.0,22.3,258.2781131
2017-08-15,0.0,24.45,253.51633560000002
2017-08-16,0.0,25.5,250.2996651
2017-08-17,0.0,26.45,243.9294081
2017-08-18,0.0,26.1,238.4788856
2017-08-19,0.0,26.2,236.29466000000002
2017-08-20,0.0,24.05,235.6796515
2017-08-21,0.0,22.1,232.925275
2017-08-22,0.0,20.5,229.52371290000002
2017-08-23,0.0,21.85,226.59637310000002
2017-08-24,0.0,24.05,224.71650130000003
2017-08-25,0.0,25.6,221.4396477
2017-08-26,0.0,26.15,218.55055159999998
2017-08-27,0.0,27.75,216.0797671
2017-08-28,0.0,26.85,214.73097819999995
2017-08-29,0.0,25.55,214.78846869999998
2017-08-30,0.0,23.6,215.1568446
2017-08-31,0.0,24.95,215.0094137
2017-09-01,14.3,22.4,213.88913349999999
2017-09-02,1.6,17.4,213.1538985
2017-09-03,4.4,14.75,212.3904338
2017-09-04,0.0,17.05,211.44479390000004
2017-09-05,0.0,18.9,210.17977799999997
2017-09-06,0.0,19.7,208.0344701
2017-09-07,0.0,19.05,205.6504871
2017-09-08,0.0,18.9,204.5712843
2017-09-09,0.0,18.9,203.0262324
2017-09-10,140.8,18.4,201.074759
2017-09-11,59.0,15.1,201.2940017
2017-09-12,0.4,17.4,226.28798769999997
2017-09-13,0.0,16.7,226.63331349999999
2017-09-14,0.0,16.3,277.0259161
2017-09-15,0.0,18.85,295.1912375
2017-09-16,18.5,18.6,295.3685273
2017-09-17,6.1,16.15,295.42541989999995
2017-09-18,0.0,14.7,295.31219139999996
2017-09-19,6.8,15.1,295.2307668
2017-09-20,0.0,12.3,294.7356512
2017-09-21,0.0,13.3,295.43627480000004
2017-09-22,0.0,14.75,295.4287785
2017-09-23,0.0,15.55,295.4936659
2017-09-24,0.0,15.1,295.6846599
2017-09-25,10.9,15.55,297.4706399
2017-09-26,0.2,14.7,300.1609827
2017-09-27,0.0,16.1,293.180223
2017-09-28,0.0,16.25,283.4949026
2017-09-29,0.0,15.75,276.621375
2017-09-30,0.0,14.7,272.0087977
2017-10-01,0.4,15.3,268.876855
2017-10-02,3.8,16.4,267.9028469
2017-10-03,0.0,15.75,260.1447579
2017-10-04,0.0,17.65,253.2624411
2017-10-05,0.0,17.5,247.05257269999998
2017-10-06,1.6,15.05,241.56582110000002
2017-10-07,0.2,10.25,238.45945099999997
2017-10-08,0.0,10.8,238.1181244
2017-10-09,0.0,13.15,236.13079069999998
2017-10-10,8.6,15.45,233.2128962
2017-10-11,0.0,14.8,230.6181642
2017-10-12,0.0,15.45,222.63856030000002
2017-10-13,0.0,15.5,221.109459
2017-10-14,0.0,16.9,217.321754
2017-10-15,0.0,18.6,214.98615
2017-10-16,0.0,18.55,214.1284568
2017-10-17,0.0,17.95,210.6439685
2017-10-18,0.0,16.55,207.37300290000002
2017-10-19,0.0,15.25,206.952423
2017-10-20,0.0,15.6,206.6616075
2017-10-21,0.0,15.0,206.0835421
2017-10-22,8.6,13.05,205.046426
2017-10-23,0.0,9.5,203.7935019
2017-10-24,0.4,10.5,205.4080954
2017-10-25,0.0,12.95,204.3229594
2017-10-26,0.0,13.85,202.3476804
2017-10-27,0.0,13.15,205.2315404
2017-10-28,0.0,11.8,205.4200869
2017-10-29,0.0,10.4,203.72247040000002
2017-10-30,0.0,12.1,202.42084619999997
2017-10-31,0.0,11.75,201.1240064
2017-11-01,0.0,10.3,197.74040359999998
2017-11-02,0.0,11.0,194.0916033
2017-11-03,4.8,8.95,191.8933704
2017-11-04,0.0,12.45,190.6589389
2017-11-05,26.4,12.15,189.0161411
2017-11-06,32.5,8.9,187.7531821
2017-11-07,11.8,7.3,216.111071
2017-11-08,0.2,7.95,223.9227733
2017-11-09,0.2,9.95,221.54346
2017-11-10,0.2,11.5,217.5781139
2017-11-11,0.0,10.75,217.719509
2017-11-12,1.6,10.45,221.72493369999998
2017-11-13,22.3,6.1,225.4145992
2017-11-14,10.2,5.55,259.3897386
2017-11-15,9.6,7.75,295.1046023
2017-11-16,0.4,9.05,294.40369069999997
2017-11-17,0.0,10.6,295.9801211
2017-11-18,0.0,8.5,295.75827960000004
2017-11-19,0.0,7.35,295.5100706
2017-11-20,0.0,6.7,295.4729666
2017-11-21,0.0,8.05,295.5459414
2017-11-22,0.0,9.8,295.7672228
2017-11-23,0.0,9.65,295.7806701
2017-11-24,0.0,8.3,295.7173852
2017-11-25,1.6,10.05,295.5485176
2017-11-26,8.0,7.15,294.1446548
2017-11-27,0.0,3.45,295.1757923
2017-11-28,0.0,2.6,295.3606553
2017-11-29,70.7,6.45,295.30442810000005
2017-11-30,10.0,6.85,294.94456
2017-12-01,0.2,4.2,292.2808907
2017-12-02,0.0,3.6,289.3765766
2017-12-03,3.4,4.25,290.2921898
2017-12-04,0.2,3.55,290.513619
2017-12-05,0.0,4.5,290.49480930000004
2017-12-06,0.0,6.1,290.2257957
2017-12-07,0.0,4.5,289.1983236
2017-12-08,4.4,5.5,289.7843458
2017-12-09,10.2,2.2,289.5708477
2017-12-10,1.6,0.55,288.9780702
2017-12-11,38.8,7.05,289.01471230000004
2017-12-12,14.0,9.15,281.715168
2017-12-13,20.4,6.15,285.1038584
2017-12-14,18.2,5.1,285.36189029999997
2017-12-15,63.7,7.9,285.4003997
2017-12-16,3.6,4.9,283.3420542
2017-12-17,2.6,4.05,286.59731830000004
2017-12-18,0.0,1.75,287.4071353
2017-12-19,0.0,0.7,287.2590029
2017-12-20,0.0,0.7,287.3006026
2017-12-21,0.0,1.1,286.85375580000004
2017-12-22,0.0,4.35,286.4238177
2017-12-23,0.0,7.65,286.3746886
2017-12-24,0.0,8.2,286.3188714
2017-12-25,0.0,6.95,286.2877642
2017-12-26,2.0,5.25,286.14096960000006
2017-12-27,94.9,5.7,286.0215439
2017-12-28,12.6,2.6,285.28335039999996
2017-12-29,10.0,2.5,285.86901789999996
2017-12-30,2.0,3.4,286.28406789999997
2017-12-31,0.0,6.25,285.65863060000004
2018-01-01,5.2,6.2,285.520742
2018-01-02,5.0,5.25,285.433921
2018-01-03,1.2,5.3,285.46622260000004
2018-01-04,0.2,8.75,285.35695069999997
2018-01-05,0.0,8.3,285.1199166
2018-01-06,0.0,9.8,273.0413193
2018-01-07,0.0,11.95,283.4794891
2018-01-08,0.0,13.45,283.83107060000003
2018-01-09,8.3,10.9,283.99679669999995
2018-01-10,9.6,7.3,284.27306160000006
2018-01-11,14.6,5.1,284.4637546
2018-01-12,0.4,6.85,284.8036611
2018-01-13,0.0,5.25,284.9816316
2018-01-14,0.0,4.8,285.1529731
2018-01-15,4.6,6.6,285.409068
2018-01-16,17.8,5.6,283.9526944
2018-01-17,5.8,4.6,283.0114659
2018-01-18,0.4,3.2,282.38807030000004
2018-01-19,7.8,6.05,282.99120760000005
2018-01-20,0.2,7.7,282.0988631
2018-01-21,1.6,7.5,282.1848494
2018-01-22,0.2,5.45,281.84168839999995
2018-01-23,0.0,7.25,282.01426230000004
2018-01-24,0.0,6.2,282.0716175
2018-01-25,0.0,6.35,281.61974219999996
2018-01-26,0.0,6.35,281.4174235
2018-01-27,0.0,7.6,281.1780577
2018-01-28,0.0,7.55,281.1924477
2018-01-29,0.0,8.35,281.2367184
2018-01-30,0.0,6.75,281.5212508
2018-01-31,0.0,5.85,281.64213589999997
2018-02-01,22.4,5.9,282.0379488
2018-02-02,35.5,8.1,282.46081539999994
2018-02-03,36.6,4.7,282.46081539999994
2018-02-04,5.0,3.35,296.55532489999996
2018-02-05,0.0,5.55,287.2270905
2018-02-06,32.6,5.25,284.8843918
2018-02-07,30.9,4.15,274.23857410000005
2018-02-08,0.2,3.95,277.2789493
2018-02-09,0.0,4.95,289.1983236
2018-02-10,0.0,4.75,282.58775519999995
2018-02-11,0.0,3.95,226.10224169999998
2018-02-12,3.8,2.35,296.6075439
2018-02-13,1.0,3.75,296.6075439
2018-02-14,0.2,-0.3,284.9816316
2018-02-15,0.0,2.15,296.6075439
2018-02-16,0.0,5.25,283.3420542
2018-02-17,0.0,6.35,281.4174235
2018-02-18,13.6,5.55,224.45790609999997
2018-02-19,6.0,6.05,296.6075439
2018-02-20,3.0,4.5,286.56294049999997
2018-02-21,0.0,4.0,287.4811412
2018-02-22,14.2,3.25,288.00177
2018-02-23,7.8,6.85,289.3765766
2018-02-24,32.4,5.9,224.6679478
2018-02-25,0.0,4.5,290.49480930000004
2018-02-26,0.4,-2.55,296.6075439
2018-02-27,10.6,-3.3,290.2921898
2018-02-28,11.0,-2.35,286.8243296
2018-03-01,4.0,3.4,296.6075439
2018-03-02,7.0,7.85,276.9506957
2018-03-03,24.3,5.3,219.01305789999998
2018-03-04,7.0,7.7,276.8979097
2018-03-05,21.4,7.25,187.7531821
2018-03-06,52.2,5.05,286.90734080000004
2018-03-07,27.6,5.7,212.2457995
2018-03-08,0.0,7.0,296.6075439
2018-03-09,0.0,8.55,281.61974219999996
2018-03-10,0.0,8.15,296.6075439
2018-03-11,11.2,11.85,278.3616957
2018-03-12,12.0,7.9,224.1027754
2018-03-13,7.5,8.1,213.88913349999999
2018-03-14,0.0,7.95,285.3936828
2018-03-15,5.6,7.15,286.9755518
2018-03-16,14.8,9.8,294.64468839999995
2018-03-17,21.0,8.5,223.9191154
2018-03-18,22.0,5.8,295.23179439999996
2018-03-19,13.0,3.95,286.32539239999994
2018-03-20,16.6,5.65,218.0700818
2018-03-21,17.4,6.1,228.4264808
2018-03-22,0.0,3.45,296.6075439
2018-03-23,0.0,1.9,296.6075439
2018-03-24,0.0,3.95,227.46675180000003
2018-03-25,0.0,5.95,227.221854
2018-03-26,2.6,6.3,227.08726040000002
2018-03-27,0.4,7.0,226.95837310000002
2018-03-28,0.0,8.35,226.9437994
2018-03-29,0.0,11.1,226.9517404
2018-03-30,0.0,11.65,226.9449711
2018-03-31,16.8,6.95,226.94111580000003
2018-04-01,2.2,6.75,226.9487474
2018-04-02,0.2,8.75,226.991171
2018-04-03,0.0,11.3,226.9570889
2018-04-04,0.0,12.65,226.98751430000002
2018-04-05,1.6,11.5,226.9754304
2018-04-06,0.2,12.65,227.0368141
2018-04-07,0.0,12.7,296.6075439
2018-04-08,0.0,15.85,221.3134412
2018-04-09,13.0,11.55,274.1222673
2018-04-10,0.0,11.55,285.62489710000006
2018-04-11,1.6,12.65,284.93659260000004
2018-04-12,10.4,10.75,278.1584494
2018-04-13,0.0,11.6,277.4006471
2018-04-14,0.0,15.5,278.2935713
2018-04-15,0.0,17.15,278.4586079
2018-04-16,11.6,15.15,277.78420869999997
2018-04-17,3.0,13.2,277.2966536
2018-04-18,4.4,14.2,288.6436626
2018-04-19,0.0,16.8,291.287717
2018-04-20,0.0,17.45,292.85333060000005
2018-04-21,0.0,17.3,230.26141490000003
2018-04-22,0.0,16.7,298.23991
2018-04-23,0.2,17.1,296.6075439
2018-04-24,0.0,16.4,224.7748107
2018-04-25,0.0,17.55,273.40322630000003
2018-04-26,0.0,16.95,293.5315011
2018-04-27,0.0,18.65,206.50254730000003
2018-04-28,0.0,20.15,286.37510039999995
2018-04-29,3.4,20.4,274.23857410000005
2018-04-30,0.2,15.95,286.8550877
2018-05-01,0.2,12.45,224.63367430000002
2018-05-02,0.0,19.05,224.81456839999998
2018-05-03,19.6,14.25,281.3974709
2018-05-04,6.8,12.55,224.6140043
2018-05-05,12.0,12.3,281.1924477
2018-05-06,3.4,13.25,224.6677315
2018-05-07,14.7,15.25,293.19751660000003
2018-05-08,21.0,14.3,283.4949026
2018-05-09,4.0,13.8,288.6508026
2018-05-10,7.1,14.55,277.3437279
2018-05-11,2.8,15.8,281.715168
2018-05-12,17.6,14.75,276.9934996
2018-05-13,0.0,15.15,274.9212928
2018-05-14,3.6,11.55,286.90734080000004
2018-05-15,1.2,9.1,286.73963060000005
2018-05-16,0.0,9.8,273.0413193
2018-05-17,0.0,13.5,285.533332
2018-05-18,0.0,15.9,283.0484409
2018-05-19,0.0,16.55,279.3377616
2018-05-20,0.0,18.55,279.4017358
2018-05-21,0.6,17.35,224.6295268
2018-05-22,2.8,16.95,230.6181642
2018-05-23,26.7,14.4,258.2781131
2018-05-24,3.2,17.7,221.76124700000003
2018-05-25,37.6,18.0,204.4519461
2018-05-26,12.1,20.15,293.55749460000004
2018-05-27,2.0,21.45,295.6846599
2018-05-28,0.0,20.65,293.3273171
2018-05-29,0.0,21.9,224.6107011
2018-05-30,0.0,22.7,276.8300248
2018-05-31,0.0,21.4,290.6817483
2018-06-01,0.0,20.8,286.807341
2018-06-02,0.0,20.2,276.99257339999997
2018-06-03,0.0,21.1,273.63014760000004
2018-06-04,0.0,21.65,226.95533430000003
2018-06-05,0.0,18.75,220.64945869999997
2018-06-06,0.0,18.75,215.9128574
2018-06-07,0.0,21.7,294.6357144
2018-06-08,27.1,19.9,204.4519461
2018-06-09,0.4,17.8,282.3581627
2018-06-10,0.0,20.8,290.7044684
2018-06-11,0.0,22.35,285.409068
2018-06-12,0.0,21.6,217.321754
2018-06-13,3.2,18.1,294.553379
2018-06-14,0.6,17.15,224.5207673
2018-06-15,8.3,18.15,295.71181989999997
2018-06-16,0.0,18.25,295.326775
2018-06-17,13.4,19.95,275.994158
2018-06-18,0.2,19.25,289.9196703
2018-06-19,0.0,21.1,294.7677332
2018-06-20,4.2,20.2,201.2940017
2018-06-21,7.2,20.45,224.53309130000002
2018-06-22,0.2,19.5,296.6075439
2018-06-23,0.2,16.35,290.2921898
2018-06-24,0.0,17.05,221.72493369999998
2018-06-25,1.0,17.05,286.819351
2018-06-26,0.0,16.55,281.6365519
2018-06-27,0.0,17.15,224.6677315
2018-06-28,0.0,17.85,284.6511823
2018-06-29,0.2,18.15,283.4181
2018-06-30,1.2,21.55,291.8216573
2018-07-01,0.0,23.45,275.994158
2018-07-02,0.0,23.45,291.422935
2018-07-03,0.0,22.0,222.03440899999998
2018-07-04,0.0,22.75,275.5901356
2018-07-05,0.0,24.2,224.5207673
2018-07-06,0.6,22.15,273.9063992
2018-07-07,10.9,21.9,290.1787921
2018-07-08,0.2,20.7,281.4174235
2018-07-09,0.0,21.45,286.45502739999995
2018-07-10,0.0,21.2,290.9155214
2018-07-11,0.0,21.35,276.6532582
2018-07-12,0.0,22.5,286.8994982
2018-07-13,0.0,23.45,275.994158
2018-07-14,0.0,24.5,224.4633965
2018-07-15,0.0,25.2,295.23179439999996
2018-07-16,2.0,23.7,294.46240939999996
2018-07-17,15.0,20.6,296.6075439
2018-07-18,0.0,22.4,290.5306214
2018-07-19,0.0,23.8,286.7941969
2018-07-20,0.0,24.05,224.702275
2018-07-21,0.0,24.05,224.702275
2018-07-22,0.0,23.4,224.026658
2018-07-23,11.9,18.9,224.12378059999998
2018-07-24,11.8,22.1,274.3879241
2018-07-25,0.2,22.2,286.1175439
2018-07-26,12.5,23.25,230.5653634
2018-07-27,0.6,21.65,278.4293085
2018-07-28,0.0,22.75,279.6416667
2018-07-29,0.0,23.95,280.21874219999995
2018-07-30,0.0,25.8,296.6075439
2018-07-31,0.0,26.0,281.69636710000003
2018-08-01,0.0,25.9,295.8851878
2018-08-02,4.7,24.6,236.29466000000002
2018-08-03,3.2,22.05,276.9506957
2018-08-04,2.8,22.75,277.018555
2018-08-05,0.0,23.35,294.46240939999996
2018-08-06,0.0,24.55,224.55807599999997
2018-08-07,5.4,24.6,290.540717
2018-08-08,2.3,23.85,299.93944849999997
2018-08-09,0.0,23.55,284.4340034
2018-08-10,0.0,25.0,290.5659398
2018-08-11,0.0,25.3,217.2587722
2018-08-12,0.0,24.6,250.2996651
2018-08-13,0.0,23.7,288.8226
2018-08-14,3.8,22.0,276.6314134
2018-08-15,7.8,18.75,285.4003997
2018-08-16,0.0,21.25,295.32561780000003
2018-08-17,1.0,21.8,288.4138675
2018-08-18,3.2,21.35,284.8536861
2018-08-19,5.6,22.05,222.1402636
2018-08-20,1.4,22.1,229.43047990000002
2018-08-21,0.4,23.6,276.99257339999997
2018-08-22,0.4,22.3,274.76074750000004
2018-08-23,11.2,22.25,288.6436626
2018-08-24,0.0,21.8,289.1707452
2018-08-25,0.0,22.0,289.38548189999995
2018-08-26,2.5,18.4,289.4997664
2018-08-27,0.0,18.0,290.2286474
2018-08-28,0.0,20.3,290.5462882
2018-08-29,0.0,22.15,291.1634912
2018-08-30,4.8,21.4,291.75722169999995
2018-08-31,0.2,21.0,292.1744983
2018-09-01,3.6,19.35,290.6908883
2018-09-02,2.4,19.65,290.9878738
2018-09-03,0.0,18.35,292.7731228
2018-09-04,0.0,18.65,293.215641
2018-09-05,0.0,19.9,290.7679676
2018-09-06,0.0,21.2,290.9155214
2018-09-07,5.8,20.45,293.5315011
2018-09-08,0.0,19.2,294.206511
2018-09-09,13.6,21.05,295.1757454
2018-09-10,23.0,20.9,296.34521639999997
2018-09-11,0.0,21.25,290.1845749
2018-09-12,0.0,22.5,290.5679645
2018-09-13,0.0,20.8,290.7044684
2018-09-14,26.0,20.75,290.725616
2018-09-15,0.0,21.6,290.89973419999995
2018-09-16,0.0,21.45,290.841512
2018-09-17,0.0,21.4,290.6817483
2018-09-18,1.8,21.3,290.5659398
2018-09-19,1.2,19.6,289.678396
2018-09-20,3.8,20.3,290.43839280000003
2018-09-21,0.0,20.65,291.15425310000006
2018-09-22,0.0,21.35,291.798964
2018-09-23,0.0,21.2,291.7829323
2018-09-24,0.0,20.3,290.802458
2018-09-25,0.2,15.25,290.8182888
2018-09-26,0.0,11.9,291.958799
2018-09-27,0.0,14.95,292.0140622
2018-09-28,0.0,16.6,292.0569577
2018-09-29,0.0,18.1,292.0592481
2018-09-30,0.0,15.9,292.20149879999997
