,Rainfall_Terni,Flow_Rate_Lupa
2011-07-28,2.334,82.92
2011-07-29,2.334,82.93
2011-07-30,2.334,82.94
2011-07-31,2.334,82.95
2011-08-01,0.368,82.96
2011-08-02,0.368,82.97
2011-08-03,0.368,82.98
2011-08-04,0.368,82.99
2011-08-05,0.368,83.0
2011-08-06,0.368,83.01
2011-08-07,0.368,83.02
2011-08-08,0.368,83.05
2011-08-09,0.368,83.06
2011-08-10,0.368,83.07
2011-08-11,0.368,83.08
2011-08-12,0.368,83.09
2011-08-13,0.368,83.1
2011-08-14,0.368,83.11
2011-08-15,0.368,83.12
2011-08-16,0.368,83.13
2011-08-17,0.368,83.14
2011-08-18,0.368,83.15
2011-08-19,0.368,83.16
2011-08-20,0.368,83.17
2011-08-21,0.368,83.18
2011-08-22,0.368,83.19
2011-08-23,0.368,83.2
2011-08-24,0.368,83.21
2011-08-25,0.368,83.22
2011-08-26,0.368,83.23
2011-08-27,0.368,83.24
2011-08-28,0.368,83.25
2011-08-29,0.368,83.26
2011-08-30,0.368,83.27
2011-08-31,0.368,83.28
2011-09-01,1.617,83.34
2011-09-02,1.617,83.29
2011-09-03,1.617,83.29
2011-09-04,1.617,83.3
2011-09-05,1.617,83.31
2011-09-06,1.617,83.32
2011-09-07,1.617,83.33
2011-09-08,1.617,83.34
2011-09-09,1.617,83.35
2011-09-10,1.617,83.36
2011-09-11,1.617,83.37
2011-09-12,1.617,83.38
2011-09-13,1.617,83.39
2011-09-14,1.617,83.4
2011-09-15,1.617,83.41
2011-09-16,1.617,83.42
2011-09-17,1.617,83.43
2011-09-18,1.617,83.44
2011-09-19,1.617,83.45
2011-09-20,1.617,83.46
2011-09-21,1.617,83.47
2011-09-22,1.617,83.48
2011-09-23,1.617,83.49
2011-09-24,1.617,83.5
2011-09-25,1.617,83.51
2011-09-26,1.617,83.52
2011-09-27,1.617,83.55
2011-09-28,1.617,83.56
2011-09-29,1.617,83.57
2011-09-30,1.617,83.58
2011-10-01,2.275,83.59
2011-10-02,2.275,83.6
2011-10-03,2.275,83.61
2011-10-04,2.275,83.62
2011-10-05,2.275,83.63
2011-10-06,2.275,83.64
2011-10-07,2.275,83.65
2011-10-08,2.275,83.66
2011-10-09,2.275,83.67
2011-10-10,2.275,83.68
2011-10-11,2.275,83.69
2011-10-12,2.275,83.7
2011-10-13,2.275,83.71
2011-10-14,2.275,83.72
2011-10-15,2.275,83.73
2011-10-16,2.275,83.74
2011-10-17,2.275,83.75
2011-10-18,2.275,83.76
2011-10-19,2.275,83.77
2011-10-20,2.275,83.78
2011-10-21,2.275,83.79
2011-10-22,2.275,83.8
2011-10-23,2.275,83.59
2011-10-24,2.275,83.63
2011-10-25,2.275,83.81
2011-10-26,2.275,83.82
2011-10-27,2.275,83.83
2011-10-28,2.275,83.84
2011-10-29,2.275,83.85
2011-10-30,2.275,83.86
2011-10-31,2.275,83.87
2011-11-01,1.4509999999999998,83.88
2011-11-02,1.4509999999999998,83.89
2011-11-03,1.4509999999999998,83.9
2011-11-04,1.4509999999999998,83.91
2011-11-05,1.4509999999999998,83.92
2011-11-06,1.4509999999999998,83.93
2011-11-07,1.4509999999999998,83.94
2011-11-08,1.4509999999999998,83.95
2011-11-09,1.4509999999999998,83.96
2011-11-10,1.4509999999999998,83.97
2011-11-11,1.4509999999999998,83.98
2011-11-12,1.4509999999999998,83.99
2011-11-13,1.4509999999999998,84.0
2011-11-14,1.4509999999999998,84.01
2011-11-15,1.4509999999999998,84.02
2011-11-16,1.4509999999999998,84.05
2011-11-17,1.4509999999999998,84.06
2011-11-18,1.4509999999999998,84.07
2011-11-19,1.4509999999999998,84.08
2011-11-20,1.4509999999999998,84.09
2011-11-21,1.4509999999999998,84.1
2011-11-22,1.4509999999999998,84.11
2011-11-23,1.4509999999999998,84.12
2011-11-24,1.4509999999999998,84.13
2011-11-25,1.4509999999999998,84.14
2011-11-26,1.4509999999999998,84.15
2011-11-27,1.4509999999999998,84.16
2011-11-28,1.4509999999999998,84.17
2011-11-29,1.4509999999999998,84.18
2011-11-30,1.4509999999999998,84.19
2011-12-01,1.9809999999999999,84.2
2011-12-02,1.9809999999999999,84.21
2011-12-03,1.9809999999999999,84.22
2011-12-04,1.9809999999999999,84.23
2011-12-05,1.9809999999999999,84.24
2011-12-06,1.9809999999999999,84.25
2011-12-07,1.9809999999999999,84.26
2011-12-08,1.9809999999999999,84.27
2011-12-09,1.9809999999999999,84.28
2011-12-10,1.9809999999999999,84.29
2011-12-11,1.9809999999999999,84.3
2011-12-12,1.9809999999999999,84.31
2011-12-13,1.9809999999999999,84.32
2011-12-14,1.9809999999999999,84.25
2011-12-15,1.9809999999999999,84.2
2011-12-16,1.9809999999999999,84.33
2011-12-17,1.9809999999999999,84.34
2011-12-18,1.9809999999999999,84.35
2011-12-19,1.9809999999999999,84.36
2011-12-20,1.9809999999999999,84.37
2011-12-21,1.9809999999999999,84.38
2011-12-22,1.9809999999999999,84.39
2011-12-23,1.9809999999999999,84.4
2011-12-24,1.9809999999999999,84.41
2011-12-25,1.9809999999999999,84.42
2011-12-26,1.9809999999999999,84.43
2011-12-27,1.9809999999999999,84.44
2011-12-28,1.9809999999999999,84.45
2011-12-29,1.9809999999999999,84.46
2011-12-30,1.9809999999999999,84.47
2011-12-31,1.9809999999999999,84.48
2012-01-01,0.767,84.49
2012-01-02,0.767,84.5
2012-01-03,0.767,84.51
2012-01-04,0.767,84.52
2012-01-05,0.767,84.55
2012-01-06,0.767,84.56
2012-01-07,0.767,84.57
2012-01-08,0.767,84.58
2012-01-09,0.767,84.59
2012-01-10,0.767,84.6
2012-01-11,0.767,84.61
2012-01-12,0.767,84.62
2012-01-13,0.767,84.63
2012-01-14,0.767,84.64
2012-01-15,0.767,84.65
2012-01-16,0.767,84.66
2012-01-17,0.767,84.67
2012-01-18,0.767,84.68
2012-01-19,0.767,84.69
2012-01-20,0.767,84.7
2012-01-21,0.767,84.71
2012-01-22,0.767,84.72
2012-01-23,0.767,84.73
2012-01-24,0.767,84.74
2012-01-25,0.767,84.75
2012-01-26,0.767,84.76
2012-01-27,0.767,84.77
2012-01-28,0.767,84.78
2012-01-29,0.767,84.79
2012-01-30,0.767,84.8
2012-01-31,0.767,84.81
2012-02-01,2.3819999999999997,84.82
2012-02-02,2.3819999999999997,84.83
2012-02-03,2.3819999999999997,84.84
2012-02-04,2.3819999999999997,84.84
2012-02-05,2.3819999999999997,84.83
2012-02-06,2.3819999999999997,84.85
2012-02-07,2.3819999999999997,84.86
2012-02-08,2.3819999999999997,84.87
2012-02-09,2.3819999999999997,84.88
2012-02-10,2.3819999999999997,84.89
2012-02-11,2.3819999999999997,84.9
2012-02-12,2.3819999999999997,84.91
2012-02-13,2.3819999999999997,84.92
2012-02-14,2.3819999999999997,84.93
2012-02-15,2.3819999999999997,84.94
2012-02-16,2.3819999999999997,84.95
2012-02-17,2.3819999999999997,84.96
2012-02-18,2.3819999999999997,84.97
2012-02-19,2.3819999999999997,84.98
2012-02-20,2.3819999999999997,84.99
2012-02-21,2.3819999999999997,85.0
2012-02-22,2.3819999999999997,85.01
2012-02-23,2.3819999999999997,85.02
2012-02-24,2.3819999999999997,85.05
2012-02-25,2.3819999999999997,85.06
2012-02-26,2.3819999999999997,85.07
2012-02-27,2.3819999999999997,85.08
2012-02-28,2.3819999999999997,85.09
2012-02-29,2.3819999999999997,85.1
2012-03-01,0.537,85.11
2012-03-02,0.537,85.12
2012-03-03,0.537,85.13
2012-03-04,0.537,85.14
2012-03-05,0.537,85.15
2012-03-06,0.537,85.16
2012-03-07,0.537,85.17
2012-03-08,0.537,85.18
2012-03-09,0.537,85.19
2012-03-10,0.537,85.2
2012-03-11,0.537,85.21
2012-03-12,0.537,85.22
2012-03-13,0.537,85.23
2012-03-14,0.537,85.24
2012-03-15,0.537,85.25
2012-03-16,0.537,85.26
2012-03-17,0.537,85.27
2012-03-18,0.537,85.28
2012-03-19,0.537,85.29
2012-03-20,0.537,85.3
2012-03-21,0.537,85.31
2012-03-22,0.537,85.32
2012-03-23,0.537,85.33
2012-03-24,0.537,85.34
2012-03-25,0.537,85.35
2012-03-26,0.537,85.36
2012-03-27,0.537,85.12
2012-03-28,0.537,85.11
2012-03-29,0.537,85.37
2012-03-30,0.537,85.38
2012-03-31,0.537,85.39
2012-04-01,3.068,85.4
2012-04-02,3.068,85.41
2012-04-03,3.068,85.42
2012-04-04,3.068,85.43
2012-04-05,3.068,85.44
2012-04-06,3.068,85.45
2012-04-07,3.068,85.46
2012-04-08,3.068,85.47
2012-04-09,3.068,85.48
2012-04-10,3.068,85.49
2012-04-11,3.068,85.5
2012-04-12,3.068,85.51
2012-04-13,3.068,85.52
2012-04-14,3.068,85.55
2012-04-15,3.068,85.56
2012-04-16,3.068,85.57
2012-04-17,3.068,85.58
2012-04-18,3.068,85.59
2012-04-19,3.068,85.6
2012-04-20,3.068,85.61
2012-04-21,3.068,85.62
2012-04-22,3.068,85.63
2012-04-23,3.068,85.64
2012-04-24,3.068,85.65
2012-04-25,3.068,85.66
2012-04-26,3.068,85.67
2012-04-27,3.068,85.68
2012-04-28,3.068,85.69
2012-04-29,3.068,85.7
2012-04-30,3.068,85.71
2012-05-01,2.904,85.72
2012-05-02,2.904,85.73
2012-05-03,2.904,85.74
2012-05-04,2.904,85.75
2012-05-05,2.904,85.76
2012-05-06,2.904,85.77
2012-05-07,2.904,85.78
2012-05-08,2.904,85.79
2012-05-09,2.904,85.8
2012-05-10,2.904,85.81
2012-05-11,2.904,85.82
2012-05-12,2.904,85.83
2012-05-13,2.904,85.84
2012-05-14,2.904,85.85
2012-05-15,2.904,85.86
2012-05-16,2.904,85.87
2012-05-17,2.904,85.88
2012-05-18,2.904,85.72
2012-05-19,2.904,85.72
2012-05-20,2.904,85.89
2012-05-21,2.904,85.9
2012-05-22,2.904,85.91
2012-05-23,2.904,85.92
2012-05-24,2.904,85.93
2012-05-25,2.904,85.94
2012-05-26,2.904,85.95
2012-05-27,2.904,85.96
2012-05-28,2.904,85.97
2012-05-29,2.904,85.98
2012-05-30,2.904,85.99
2012-05-31,2.904,86.0
2012-06-01,0.7070000000000001,86.01
2012-06-02,0.7070000000000001,86.02
2012-06-03,0.7070000000000001,86.05
2012-06-04,0.7070000000000001,86.06
2012-06-05,0.7070000000000001,86.07
2012-06-06,0.7070000000000001,86.08
2012-06-07,0.7070000000000001,86.09
2012-06-08,0.7070000000000001,86.1
2012-06-09,0.7070000000000001,86.11
2012-06-10,0.7070000000000001,86.12
2012-06-11,0.7070000000000001,86.13
2012-06-12,0.7070000000000001,86.14
2012-06-13,0.7070000000000001,86.15
2012-06-14,0.7070000000000001,86.16
2012-06-15,0.7070000000000001,86.17
2012-06-16,0.7070000000000001,86.18
2012-06-17,0.7070000000000001,86.19
2012-06-18,0.7070000000000001,86.2
2012-06-19,0.7070000000000001,86.21
2012-06-20,0.7070000000000001,86.22
2012-06-21,0.7070000000000001,86.23
2012-06-22,0.7070000000000001,86.24
2012-06-23,0.7070000000000001,86.25
2012-06-24,0.7070000000000001,86.26
2012-06-25,0.7070000000000001,86.27
2012-06-26,0.7070000000000001,86.28
2012-06-27,0.7070000000000001,86.29
2012-06-28,0.7070000000000001,86.3
2012-06-29,0.7070000000000001,86.31
2012-06-30,0.7070000000000001,86.32
2012-07-01,0.631,86.33
2012-07-02,0.631,86.34
2012-07-03,0.631,86.35
2012-07-04,0.631,86.36
2012-07-05,0.631,86.37
2012-07-06,0.631,86.38
2012-07-07,0.631,86.39
2012-07-08,0.631,86.4
2012-07-09,0.631,86.35
2012-07-10,0.631,86.36
2012-07-11,0.631,86.41
2012-07-12,0.631,86.42
2012-07-13,0.631,86.43
2012-07-14,0.631,86.44
2012-07-15,0.631,86.45
2012-07-16,0.631,86.46
2012-07-17,0.631,86.47
2012-07-18,0.631,86.48
2012-07-19,0.631,86.49
2012-07-20,0.631,86.5
2012-07-21,0.631,86.51
2012-07-22,0.631,86.52
2012-07-23,0.631,86.55
2012-07-24,0.631,86.56
2012-07-25,0.631,86.57
2012-07-26,0.631,86.58
2012-07-27,0.631,86.59
2012-07-28,0.631,86.6
2012-07-29,0.631,86.61
2012-07-30,0.631,86.62
2012-07-31,0.631,86.63
2012-08-01,1.055,86.64
2012-08-02,1.055,86.65
2012-08-03,1.055,86.66
2012-08-04,1.055,86.67
2012-08-05,1.055,86.68
2012-08-06,1.055,86.69
2012-08-07,1.055,86.7
2012-08-08,1.055,86.71
2012-08-09,1.055,86.72
2012-08-10,1.055,86.73
2012-08-11,1.055,86.74
2012-08-12,1.055,86.75
2012-08-13,1.055,86.76
2012-08-14,1.055,86.77
2012-08-15,1.055,86.78
2012-08-16,1.055,86.79
2012-08-17,1.055,86.8
2012-08-18,1.055,86.81
2012-08-19,1.055,86.82
2012-08-20,1.055,86.83
2012-08-21,1.055,86.84
2012-08-22,1.055,86.85
2012-08-23,1.055,86.86
2012-08-24,1.055,86.87
2012-08-25,1.055,86.88
2012-08-26,1.055,86.89
2012-08-27,1.055,86.9
2012-08-28,1.055,86.91
2012-08-29,1.055,86.92
2012-08-30,1.055,86.65
2012-08-31,1.055,86.67
2012-09-01,3.819,86.93
2012-09-02,3.819,86.94
2012-09-03,3.819,86.95
2012-09-04,3.819,86.96
2012-09-05,3.819,86.97
2012-09-06,3.819,86.98
2012-09-07,3.819,86.99
2012-09-08,3.819,87.0
2012-09-09,3.819,87.01
2012-09-10,3.819,87.02
2012-09-11,3.819,87.05
2012-09-12,3.819,87.06
2012-09-13,3.819,87.07
2012-09-14,3.819,87.08
2012-09-15,3.819,87.09
2012-09-16,3.819,87.1
2012-09-17,3.819,87.11
2012-09-18,3.819,87.12
2012-09-19,3.819,87.13
2012-09-20,3.819,87.14
2012-09-21,3.819,87.15
2012-09-22,3.819,87.16
2012-09-23,3.819,87.17
2012-09-24,3.819,87.18
2012-09-25,3.819,87.19
2012-09-26,3.819,87.2
2012-09-27,3.819,87.21
2012-09-28,3.819,87.22
2012-09-29,3.819,87.23
2012-09-30,3.819,87.24
2012-10-01,4.386,87.25
2012-10-02,4.386,87.26
2012-10-03,4.386,87.27
2012-10-04,4.386,87.28
2012-10-05,4.386,87.29
2012-10-06,4.386,87.3
2012-10-07,4.386,87.31
2012-10-08,4.386,87.32
2012-10-09,4.386,87.33
2012-10-10,4.386,87.34
2012-10-11,4.386,87.35
2012-10-12,4.386,87.36
2012-10-13,4.386,87.37
2012-10-14,4.386,87.38
2012-10-15,4.386,87.39
2012-10-16,4.386,87.4
2012-10-17,4.386,87.41
2012-10-18,4.386,87.42
2012-10-19,4.386,87.43
2012-10-20,4.386,87.44
2012-10-21,4.386,87.25
2012-10-22,4.386,87.29
2012-10-23,4.386,87.45
2012-10-24,4.386,87.46
2012-10-25,4.386,87.47
2012-10-26,4.386,87.48
2012-10-27,4.386,87.49
2012-10-28,4.386,87.5
2012-10-29,4.386,87.51
2012-10-30,4.386,87.52
2012-10-31,4.386,87.55
2012-11-01,6.803,87.56
2012-11-02,6.803,87.57
2012-11-03,6.803,87.58
2012-11-04,6.803,87.59
2012-11-05,6.803,87.6
2012-11-06,6.803,87.61
2012-11-07,6.803,87.62
2012-11-08,6.803,87.63
2012-11-09,6.803,87.64
2012-11-10,6.803,87.65
2012-11-11,6.803,87.66
2012-11-12,6.803,87.67
2012-11-13,6.803,87.68
2012-11-14,6.803,87.69
2012-11-15,6.803,87.7
2012-11-16,6.803,87.71
2012-11-17,6.803,87.72
2012-11-18,6.803,87.73
2012-11-19,6.803,87.74
2012-11-20,6.803,87.75
2012-11-21,6.803,87.76
2012-11-22,6.803,87.77
2012-11-23,6.803,87.78
2012-11-24,6.803,87.79
2012-11-25,6.803,87.8
2012-11-26,6.803,87.81
2012-11-27,6.803,87.82
2012-11-28,6.803,87.83
2012-11-29,6.803,87.84
2012-11-30,6.803,87.85
2012-12-01,2.8739999999999997,87.86
2012-12-02,2.8739999999999997,87.87
2012-12-03,2.8739999999999997,87.88
2012-12-04,2.8739999999999997,87.89
2012-12-05,2.8739999999999997,87.9
2012-12-06,2.8739999999999997,87.91
2012-12-07,2.8739999999999997,87.92
2012-12-08,2.8739999999999997,87.93
2012-12-09,2.8739999999999997,87.94
2012-12-10,2.8739999999999997,87.95
2012-12-11,2.8739999999999997,87.96
2012-12-12,2.8739999999999997,87.9
2012-12-13,2.8739999999999997,87.91
2012-12-14,2.8739999999999997,87.97
2012-12-15,2.8739999999999997,87.98
2012-12-16,2.8739999999999997,87.99
2012-12-17,2.8739999999999997,88.0
2012-12-18,2.8739999999999997,88.01
2012-12-19,2.8739999999999997,88.02
2012-12-20,2.8739999999999997,88.05
2012-12-21,2.8739999999999997,88.06
2012-12-22,2.8739999999999997,88.07
2012-12-23,2.8739999999999997,88.08
2012-12-24,2.8739999999999997,88.09
2012-12-25,2.8739999999999997,88.1
2012-12-26,2.8739999999999997,88.11
2012-12-27,2.8739999999999997,88.12
2012-12-28,2.8739999999999997,88.13
2012-12-29,2.8739999999999997,88.14
2012-12-30,2.8739999999999997,88.15
2012-12-31,2.8739999999999997,88.16
2013-01-01,2.937,88.17
2013-01-02,2.937,88.18
2013-01-03,2.937,88.19
2013-01-04,2.937,88.2
2013-01-05,2.937,88.21
2013-01-06,2.937,88.22
2013-01-07,2.937,88.23
2013-01-08,2.937,88.24
2013-01-09,2.937,88.25
2013-01-10,2.937,88.26
2013-01-11,2.937,88.27
2013-01-12,2.937,88.28
2013-01-13,2.937,88.29
2013-01-14,2.937,88.3
2013-01-15,2.937,88.31
2013-01-16,2.937,88.32
2013-01-17,2.937,88.33
2013-01-18,2.937,88.34
2013-01-19,2.937,88.35
2013-01-20,2.937,88.36
2013-01-21,2.937,88.37
2013-01-22,2.937,88.38
2013-01-23,2.937,88.39
2013-01-24,2.937,88.4
2013-01-25,2.937,88.41
2013-01-26,2.937,88.42
2013-01-27,2.937,88.43
2013-01-28,2.937,88.44
2013-01-29,2.937,88.45
2013-01-30,2.937,88.46
2013-01-31,2.937,88.47
2013-02-01,3.7880000000000003,88.48
2013-02-02,3.7880000000000003,88.49
2013-02-03,3.7880000000000003,88.49
2013-02-04,3.7880000000000003,88.49
2013-02-05,3.7880000000000003,88.5
2013-02-06,3.7880000000000003,88.51
2013-02-07,3.7880000000000003,88.52
2013-02-08,3.7880000000000003,88.55
2013-02-09,3.7880000000000003,88.56
2013-02-10,3.7880000000000003,88.57
2013-02-11,3.7880000000000003,88.58
2013-02-12,3.7880000000000003,88.59
2013-02-13,3.7880000000000003,88.6
2013-02-14,3.7880000000000003,88.61
2013-02-15,3.7880000000000003,88.62
2013-02-16,3.7880000000000003,88.63
2013-02-17,3.7880000000000003,88.64
2013-02-18,3.7880000000000003,88.65
2013-02-19,3.7880000000000003,88.66
2013-02-20,3.7880000000000003,88.67
2013-02-21,3.7880000000000003,88.68
2013-02-22,3.7880000000000003,88.69
2013-02-23,3.7880000000000003,88.7
2013-02-24,3.7880000000000003,88.71
2013-02-25,3.7880000000000003,88.72
2013-02-26,3.7880000000000003,88.73
2013-02-27,3.7880000000000003,88.74
2013-02-28,3.7880000000000003,88.75
2013-03-01,4.176,88.76
2013-03-02,4.176,88.77
2013-03-03,4.176,88.78
2013-03-04,4.176,88.79
2013-03-05,4.176,88.8
2013-03-06,4.176,88.81
2013-03-07,4.176,88.82
2013-03-08,4.176,88.83
2013-03-09,4.176,88.84
2013-03-10,4.176,88.85
2013-03-11,4.176,88.86
2013-03-12,4.176,88.87
2013-03-13,4.176,88.88
2013-03-14,4.176,88.89
2013-03-15,4.176,88.9
2013-03-16,4.176,88.91
2013-03-17,4.176,88.92
2013-03-18,4.176,88.93
2013-03-19,4.176,88.94
2013-03-20,4.176,88.95
2013-03-21,4.176,88.96
2013-03-22,4.176,88.97
2013-03-23,4.176,88.98
2013-03-24,4.176,88.99
2013-03-25,4.176,89.0
2013-03-26,4.176,88.76
2013-03-27,4.176,88.79
2013-03-28,4.176,89.01
2013-03-29,4.176,89.02
2013-03-30,4.176,89.05
2013-03-31,4.176,89.06
2013-04-01,2.028,89.07
2013-04-02,2.028,89.08
2013-04-03,2.028,89.09
2013-04-04,2.028,89.1
2013-04-05,2.028,89.11
2013-04-06,2.028,89.12
2013-04-07,2.028,89.13
2013-04-08,2.028,89.14
2013-04-09,2.028,89.15
2013-04-10,2.028,89.16
2013-04-11,2.028,89.17
2013-04-12,2.028,89.18
2013-04-13,2.028,89.19
2013-04-14,2.028,89.2
2013-04-15,2.028,89.21
2013-04-16,2.028,89.22
2013-04-17,2.028,89.23
2013-04-18,2.028,89.24
2013-04-19,2.028,89.25
2013-04-20,2.028,89.26
2013-04-21,2.028,89.27
2013-04-22,2.028,89.28
2013-04-23,2.028,89.29
2013-04-24,2.028,89.3
2013-04-25,2.028,89.31
2013-04-26,2.028,89.32
2013-04-27,2.028,89.33
2013-04-28,2.028,89.34
2013-04-29,2.028,89.35
2013-04-30,2.028,89.36
2013-05-01,2.9960000000000004,89.37
2013-05-02,2.9960000000000004,89.38
2013-05-03,2.9960000000000004,89.39
2013-05-04,2.9960000000000004,89.4
2013-05-05,2.9960000000000004,89.41
2013-05-06,2.9960000000000004,89.42
2013-05-07,2.9960000000000004,89.43
2013-05-08,2.9960000000000004,89.44
2013-05-09,2.9960000000000004,89.45
2013-05-10,2.9960000000000004,89.46
2013-05-11,2.9960000000000004,89.47
2013-05-12,2.9960000000000004,89.48
2013-05-13,2.9960000000000004,89.49
2013-05-14,2.9960000000000004,89.5
2013-05-15,2.9960000000000004,89.51
2013-05-16,2.9960000000000004,89.52
2013-05-17,2.9960000000000004,89.42
2013-05-18,2.9960000000000004,89.45
2013-05-19,2.9960000000000004,89.55
2013-05-20,2.9960000000000004,89.56
2013-05-21,2.9960000000000004,89.57
2013-05-22,2.9960000000000004,89.58
2013-05-23,2.9960000000000004,89.59
2013-05-24,2.9960000000000004,89.6
2013-05-25,2.9960000000000004,89.61
2013-05-26,2.9960000000000004,89.62
2013-05-27,2.9960000000000004,89.63
2013-05-28,2.9960000000000004,89.64
2013-05-29,2.9960000000000004,89.65
2013-05-30,2.9960000000000004,89.66
2013-05-31,2.9960000000000004,89.67
2013-06-01,1.208,89.68
2013-06-02,1.208,89.69
2013-06-03,1.208,89.7
2013-06-04,1.208,89.71
2013-06-05,1.208,89.72
2013-06-06,1.208,89.73
2013-06-07,1.208,89.74
2013-06-08,1.208,89.75
2013-06-09,1.208,89.76
2013-06-10,1.208,89.77
2013-06-11,1.208,89.78
2013-06-12,1.208,89.79
2013-06-13,1.208,89.8
2013-06-14,1.208,89.81
2013-06-15,1.208,89.82
2013-06-16,1.208,89.83
2013-06-17,1.208,89.84
2013-06-18,1.208,89.85
2013-06-19,1.208,89.86
2013-06-20,1.208,89.87
2013-06-21,1.208,89.88
2013-06-22,1.208,89.89
2013-06-23,1.208,89.9
2013-06-24,1.208,89.91
2013-06-25,1.208,89.92
2013-06-26,1.208,89.93
2013-06-27,1.208,89.94
2013-06-28,1.208,89.95
2013-06-29,1.208,89.96
2013-06-30,1.208,89.97
2013-07-01,2.043,89.98
2013-07-02,2.043,89.99
2013-07-03,2.043,90.0
2013-07-04,2.043,90.01
2013-07-05,2.043,90.02
2013-07-06,2.043,90.03
2013-07-07,2.043,90.04
2013-07-08,2.043,90.05
2013-07-09,2.043,90.06
2013-07-10,2.043,90.07
2013-07-11,2.043,90.08
2013-07-12,2.043,90.09
2013-07-13,2.043,90.1
2013-07-14,2.043,90.11
2013-07-15,2.043,90.12
2013-07-16,2.043,90.13
2013-07-17,2.043,90.14
2013-07-18,2.043,90.15
2013-07-19,2.043,90.16
2013-07-20,2.043,90.17
2013-07-21,2.043,90.18
2013-07-22,2.043,90.19
2013-07-23,2.043,90.2
2013-07-24,2.043,90.21
2013-07-25,2.043,90.22
2013-07-26,2.043,90.23
2013-07-27,2.043,90.24
2013-07-28,2.043,90.25
2013-07-29,2.043,90.26
2013-07-30,2.043,90.27
2013-07-31,2.043,90.28
2013-08-01,1.489,90.29
2013-08-02,1.489,90.3
2013-08-03,1.489,90.31
2013-08-04,1.489,90.32
2013-08-05,1.489,90.33
2013-08-06,1.489,90.34
2013-08-07,1.489,90.35
2013-08-08,1.489,90.36
2013-08-09,1.489,90.37
2013-08-10,1.489,90.38
2013-08-11,1.489,90.39
2013-08-12,1.489,90.4
2013-08-13,1.489,90.41
2013-08-14,1.489,90.42
2013-08-15,1.489,90.43
2013-08-16,1.489,90.44
2013-08-17,1.489,90.45
2013-08-18,1.489,90.46
2013-08-19,1.489,90.47
2013-08-20,1.489,90.48
2013-08-21,1.489,90.49
2013-08-22,1.489,90.5
2013-08-23,1.489,90.51
2013-08-24,1.489,90.52
2013-08-25,1.489,90.53
2013-08-26,1.489,90.54
2013-08-27,1.489,90.41
2013-08-28,1.489,90.4
2013-08-29,1.489,90.57
2013-08-30,1.489,90.58
2013-08-31,1.489,90.59
2013-09-01,1.935,90.6
2013-09-02,1.935,90.61
2013-09-03,1.935,90.62
2013-09-04,1.935,90.63
2013-09-05,1.935,90.64
2013-09-06,1.935,90.65
2013-09-07,1.935,90.66
2013-09-08,1.935,90.67
2013-09-09,1.935,90.68
2013-09-10,1.935,90.69
2013-09-11,1.935,90.7
2013-09-12,1.935,90.71
2013-09-13,1.935,90.72
2013-09-14,1.935,90.73
2013-09-15,1.935,90.74
2013-09-16,1.935,90.75
2013-09-17,1.935,90.76
2013-09-18,1.935,90.77
2013-09-19,1.935,90.78
2013-09-20,1.935,90.79
2013-09-21,1.935,90.8
2013-09-22,1.935,90.81
2013-09-23,1.935,90.82
2013-09-24,1.935,90.83
2013-09-25,1.935,90.84
2013-09-26,1.935,90.85
2013-09-27,1.935,90.86
2013-09-28,1.935,90.87
2013-09-29,1.935,90.88
2013-09-30,1.935,90.89
2013-10-01,3.523,90.9
2013-10-02,3.523,90.91
2013-10-03,3.523,90.92
2013-10-04,3.523,90.93
2013-10-05,3.523,90.94
2013-10-06,3.523,90.95
2013-10-07,3.523,90.96
2013-10-08,3.523,90.97
2013-10-09,3.523,90.98
2013-10-10,3.523,90.99
2013-10-11,3.523,91.0
2013-10-12,3.523,91.01
2013-10-13,3.523,91.02
2013-10-14,3.523,91.03
2013-10-15,3.523,91.04
2013-10-16,3.523,91.07
2013-10-17,3.523,91.08
2013-10-18,3.523,91.03
2013-10-19,3.523,91.03
2013-10-20,3.523,91.09
2013-10-21,3.523,91.1
2013-10-22,3.523,91.11
2013-10-23,3.523,91.12
2013-10-24,3.523,91.13
2013-10-25,3.523,91.14
2013-10-26,3.523,91.15
2013-10-27,3.523,91.16
2013-10-28,3.523,91.17
2013-10-29,3.523,91.18
2013-10-30,3.523,91.19
2013-10-31,3.523,91.2
2013-11-01,5.484,91.21
2013-11-02,5.484,91.22
2013-11-03,5.484,91.23
2013-11-04,5.484,91.24
2013-11-05,5.484,91.25
2013-11-06,5.484,91.26
2013-11-07,5.484,91.27
2013-11-08,5.484,91.28
2013-11-09,5.484,91.29
2013-11-10,5.484,91.3
2013-11-11,5.484,91.31
2013-11-12,5.484,91.32
2013-11-13,5.484,91.33
2013-11-14,5.484,91.34
2013-11-15,5.484,91.35
2013-11-16,5.484,91.36
2013-11-17,5.484,91.37
2013-11-18,5.484,91.38
2013-11-19,5.484,91.39
2013-11-20,5.484,91.4
2013-11-21,5.484,91.41
2013-11-22,5.484,91.42
2013-11-23,5.484,91.43
2013-11-24,5.484,91.44
2013-11-25,5.484,91.45
2013-11-26,5.484,91.46
2013-11-27,5.484,91.47
2013-11-28,5.484,91.48
2013-11-29,5.484,91.49
2013-11-30,5.484,91.5
2013-12-01,1.368,91.51
2013-12-02,1.368,91.52
2013-12-03,1.368,91.53
2013-12-04,1.368,91.54
