Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1_Doganella,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3_Doganella,Depth_to_Groundwater_Pozzo_4_Doganella,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1_Doganella,Volume_Pozzo_2,Volume_Pozzo_3_Doganella,Volume_Pozzo_4_Doganella,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri,Rainfall_Simignano,Rainfall_Siena_Poggio_al_Vento,Rainfall_Mensano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Ponte_Orgia,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Depth_to_Groundwater_Pozzo_1_Luco,Depth_to_Groundwater_Pozzo_3_Luco,Depth_to_Groundwater_Pozzo_4_Luco,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1_Luco,Volume_Pozzo_3_Luco,Volume_Pozzo_4_Luco,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta,Rainfall_Terni,Flow_Rate_Lupa,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto,Temperature_Le_Croci,Lake_Level,Flow_Rate
04/03/2006,0.0,0.0,0.2,1.4,0.2,3.8,1.0,19.2,0.6,0.0,0.0,0.0,0.2,41.8,14.2,2.01,24.6,45.6,0.0,10.0,6.2,5.8,26.2,12.0,18.8,13.6,-14.73,,,,,10.75,0.0,10.3,13.0,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.52,0.76,0.0,0.0,,,,,,,,,,,,,,,,,,8.15,12.15,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,10.15,12.0,,,,,,,,,,,0.0,,,,,,,,,6.45,,,,,,,,,,,7.8,252.0,7.7
05/03/2006,30.6,34.0,20.0,29.8,25.8,41.0,0.2,0.4,0.0,0.0,0.0,0.0,5.6,6.0,11.75,2.64,34.6,3.4,10.2,5.2,18.8,13.2,28.0,152.0,29.6,48.8,-14.66,,,,,12.85,0.0,9.65,11.85,-10124.21129,-16317.504,-11746.53499,0.0,0.0,0.89,2.17,6.4,7.0,,,,,,,,,,,,,,,,,,8.35,10.1,1.4,,,0.6,,0.2,,,,,,,,,0.0,0.0,9.35,9.35,,,,,,,,,,,0.0,,,,,,,,,6.3,,,,,,,,,,,10.65,252.0,18.9
06/03/2006,0.8,0.6,0.4,0.4,0.0,0.4,24.0,43.4,12.4,10.4,13.6,11.4,36.4,38.4,7.3,3.49,20.4,6.6,0.0,7.2,28.4,16.2,34.6,20.2,0.2,46.4,-14.74,,,,,10.4,0.0,5.75,7.5,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.92,2.25,8.8,4.6,,,,,,,,,,,,,,,,,,2.1,7.05,6.0,,,15.0,,4.8,,,,,,,,,0.0,0.0,4.05,3.95,,,,,,,,,,,9.2,,,,,,,,,1.6,,,,,,,,,,,6.85,252.15,26.0
07/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,-14.79,,,,,3.65,0.0,5.5,5.6,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.7,1.51,0.0,0.0,,,,,,,,,,,,,,,,,,0.25,4.4,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,3.15,3.65,,,,,,,,,,,0.6,,,,,,,,,-0.7,,,,,,,,,,,4.1,252.06,16.1
08/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.8,,,,,4.05,0.0,4.2,4.8,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.62,1.18,0.0,0.0,,,,,,,,,,,,,,,,,,1.5,6.3,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,3.25,2.9,,,,,,,,,,,0.0,,,,,,,,,0.5,,,,,,,,,,,3.45,251.97,9.8
09/03/2006,4.2,3.0,3.0,1.8,3.0,3.2,2.6,3.8,1.6,4.0,3.6,3.2,2.2,0.0,9.75,2.14,2.0,4.4,9.2,4.4,2.4,3.0,2.0,0.0,2.2,3.0,-14.74,,,,,7.3,0.0,7.85,8.85,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.58,1.01,2.0,5.2,,,,,,,,,,,,,,,,,,3.55,5.7,3.0,,,2.2,,2.8,,,,,,,,,0.0,0.0,7.7,7.5,,,,,,,,,,,0.6,,,,,,,,,5.3,,,,,,,,,,,5.7,251.9,7.3
10/03/2006,15.0,18.0,18.6,25.6,15.6,22.0,3.6,3.2,0.2,0.6,1.8,0.6,1.0,10.2,11.6,1.98,6.6,4.2,1.8,4.6,11.0,9.8,16.0,1.4,15.2,15.2,-14.69,,,,,9.55,0.0,9.8,11.55,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.58,1.04,1.2,3.2,,,,,,,,,,,,,,,,,,6.05,9.1,0.8,,,0.2,,0.0,,,,,,,,,0.0,0.0,9.1,10.4,,,,,,,,,,,0.8,,,,,,,,,5.75,,,,,,,,,,,6.9,251.88,8.8
11/03/2006,1.8,0.2,0.4,0.8,0.2,0.6,16.8,8.8,0.0,0.6,2.8,2.2,13.8,4.8,8.7,2.05,1.8,0.0,0.0,0.0,7.6,8.2,7.0,5.0,0.0,10.0,-14.68,,,,,8.75,0.0,8.0,8.2,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.57,0.96,17.8,3.2,,,,,,,,,,,,,,,,,,3.05,6.65,1.0,,,9.2,,1.6,,,,,,,,,0.0,0.0,5.5,6.05,,,,,,,,,,,2.8,,,,,,,,,3.5,,,,,,,,,,,6.95,252.03,12.1
12/03/2006,0.0,0.0,1.0,0.2,0.2,0.2,3.2,0.0,0.0,0.0,3.2,0.0,1.6,2.0,6.4,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-14.7,,,,,4.9,0.0,6.55,5.85,-10124.21129,-16317.504,-11746.53499,0.0,0.0,0.52,0.71,0.0,0.0,,,,,,,,,,,,,,,,,,4.1,8.9,0.4,,,2.0,,2.8,,,,,,,,,0.0,0.0,5.45,4.8,,,,,,,,,,,0.0,,,,,,,,,2.6,,,,,,,,,,,4.75,251.99,11.0
13/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.2,0.0,0.2,0.0,0.8,7.6,7.55,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,-14.74,,,,,6.1,0.0,5.05,6.5,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.48,0.52,0.0,0.0,,,,,,,,,,,,,,,,,,2.7,7.35,0.0,,,0.4,,0.0,,,,,,,,,0.0,0.0,3.95,-1.6,,,,,,,,,,,0.0,,,,,,,,,0.55,,,,,,,,,,,4.45,251.93,8.0
14/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.6,0.0,0.0,0.0,0.0,2.4,3.2,7.4,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-14.75,,,,,5.4,0.0,7.0,7.3,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.46,0.35,0.0,0.0,,,,,,,,,,,,,,,,,,3.9,6.05,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,6.25,5.2,,,,,-22.48,-22.18,,,,,0.0,,,,,,,,,4.25,,,,,,,,,,,5.6,251.97,7.4
15/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,8.95,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.75,,,,,6.85,0.0,6.75,7.45,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.44,0.24,0.0,0.0,,,,,,,,,,,,,,,,,,4.4,7.1,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,6.65,5.55,,,,,-22.38,-22.14,,,,,0.0,,,,,,,,,2.9,,,,,,,,,,,6.3,251.92,5.2
16/03/2006,2.4,2.2,2.8,3.8,2.6,4.4,4.8,0.2,3.4,6.8,9.2,7.2,5.2,0.4,8.2,1.75,5.0,2.6,3.0,3.0,3.8,5.6,3.8,0.4,3.6,5.2,-14.74,,,,,9.9,0.0,5.9,8.15,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.42,0.26,18.8,20.0,,,,,,,,,,,,,,,,,,4.4,6.6,10.8,,,10.0,,10.0,,,,,,,,,0.0,0.0,3.95,5.65,,,,,-22.25,-22.04,,,,,6.4,,,,,,,,,2.45,,,,,,,,,,,8.7,251.86,3.3
17/03/2006,0.0,0.0,0.2,0.0,0.0,0.0,1.6,4.8,0.8,3.8,5.8,2.8,5.0,3.6,8.25,1.68,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,-14.74,,,,,6.15,0.0,7.8,7.95,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.41,0.21,0.2,0.0,,,,,,,,,,,,,,,,,,5.55,8.3,2.6,,,1.6,,1.4,,,,,,,,,0.0,0.0,5.8,6.3,,,,,-22.38,-22.04,,,,,3.8,,,,,,,,,3.6,,,,,,,,,,,6.2,251.87,3.6
18/03/2006,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,3.6,9.05,1.82,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.71,,,,,6.5,0.0,8.2,8.3,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.4,0.18,0.2,0.0,,,,,,,,,,,,,,,,,,5.55,8.8,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,5.8,5.8,,,,,-22.6,-22.04,,,,,0.0,,,,,,,,,3.65,,,,,,,,,,,6.9,251.87,3.9
19/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,9.25,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.69,,,,,10.7,0.0,7.0,9.65,-10124.21129,-16317.504,-11746.53499,0.0,0.0,0.3,0.33,3.4,0.4,,,,,,,,,,,,,,,,,,6.85,10.6,2.0,,,3.2,,1.0,,,,,,,,,0.0,0.0,3.5,4.4,,,,,-22.35,-21.95,,,,,1.0,,,,,,,,,3.9,,,,,,,,,,,8.65,251.87,4.1
20/03/2006,2.0,1.2,1.2,1.0,1.6,0.8,0.2,0.6,0.0,0.6,3.4,0.2,0.4,0.0,9.7,1.82,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,1.4,0.0,-14.68,,,,,8.4,0.0,7.7,9.55,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.41,0.18,0.0,0.2,,,,,,,,,,,,,,,,,,7.05,10.25,3.0,,,5.0,,2.0,,,,,,,,,0.0,0.0,7.2,8.7,,,,,-22.5,-21.99,,,,,4.0,,,,,,,,,6.1,,,,,,,,,,,8.55,251.87,4.5
21/03/2006,16.6,14.8,10.2,19.4,8.6,25.0,5.0,6.4,2.8,1.6,4.2,2.2,2.6,10.0,12.0,1.83,15.2,13.8,15.8,13.6,14.6,14.4,15.0,0.0,36.6,23.6,-14.65,,,,,10.05,0.0,8.25,11.3,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.44,0.41,0.8,0.6,,,,,,,,,,,,,,,,,,10.6,13.65,2.4,,,1.4,,1.2,,,,,,,,,0.0,0.0,9.75,11.35,,,,,-22.31,-21.89,,,,,4.6,,,,,,,,,7.55,,,,,,,,,,,9.25,251.87,5.0
22/03/2006,10.6,9.4,10.8,6.6,10.6,5.2,3.2,3.8,1.2,1.4,2.0,0.4,2.2,4.2,11.75,1.86,20.4,2.8,0.6,1.4,12.0,6.4,24.4,0.0,1.0,28.0,-14.59,,,,,11.6,0.0,8.8,12.65,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.67,1.36,16.2,12.0,,,,,,,,,,,,,,,,,,11.05,12.75,3.4,,,4.4,,2.4,,,,,,,,,0.0,0.0,8.45,9.8,,,,,-22.31,-21.82,,,,,4.4,,,,,,,,,7.9,,,,,,,,,,,9.95,251.95,5.9
23/03/2006,0.6,0.0,0.0,0.0,0.0,0.0,10.6,16.2,7.2,5.0,6.4,7.2,8.2,15.2,12.15,2.02,0.8,0.2,1.8,1.0,0.2,0.6,0.0,0.0,0.4,4.8,-14.61,,,,,10.15,0.0,11.25,13.0,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.59,1.03,7.4,3.8,,,,,,,,,,,,,,,,,,6.25,10.8,2.8,,,1.2,,1.6,,,,,,,,,0.0,0.0,10.3,9.7,,,,,-22.4,-21.89,,,,,1.0,,,,,,,,,5.35,,,,,,,,,,,9.2,252.0,4.5
24/03/2006,3.4,2.4,2.4,4.0,2.2,4.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,2.0,9.45,2.06,3.4,3.8,8.6,10.8,12.6,0.2,2.4,0.0,6.4,0.6,-14.64,,,,,11.9,4.2,7.45,9.0,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.52,0.67,4.2,6.6,,,,,,,,,,,,,,,,,,6.15,8.5,0.4,,,0.0,,0.0,,,,,,,,,0.0,0.0,6.2,6.0,,,,,-22.32,-21.89,,,,,23.6,,,,,,,,,4.9,,,,,,,,,,,9.9,252.05,9.8
25/03/2006,0.0,0.0,0.0,0.0,0.2,0.0,1.4,3.2,1.6,2.4,6.2,2.0,1.4,1.4,12.95,2.07,4.2,5.8,1.4,4.2,5.6,5.0,6.2,0.0,0.0,7.2,-14.66,,,,,9.3,5.1,10.8,12.8,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.49,0.53,0.0,0.0,,,,,,,,,,,,,,,,,,8.85,11.8,5.6,,,8.8,,2.6,,,,,,,,,0.0,0.0,7.9,8.9,,,,,-22.25,-21.82,,,,,5.8,,,,,,,,,6.25,,,,,,,,,,,8.15,252.01,8.3
26/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,12.75,1.67,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.7,,,,,9.65,5.75,7.35,8.9,-10124.21129,-16317.504,-11746.53499,0.0,0.0,0.48,0.42,0.2,0.0,,,,,,,,,,,,,,,,,,10.35,12.35,0.4,,,0.4,,0.0,,,,,,,,,0.0,0.0,9.6,11.2,,,,,-22.15,-21.79,,,,,0.6,,,,,,,,,8.8,,,,,,,,,,,10.65,252.01,4.3
27/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.75,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.68,,,,,10.0,7.75,10.75,12.7,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.47,0.38,0.0,0.0,,,,,,,,,,,,,,,,,,11.8,12.55,0.2,,,0.2,,0.0,,,,,,,,,0.0,0.0,10.55,11.25,,,,,-22.47,-21.83,,,,,0.0,,,,,,,,,10.0,,,,,,,,,,,12.4,252.02,4.8
28/03/2006,1.4,0.2,1.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,12.55,1.92,0.0,0.0,2.4,0.0,1.4,0.0,0.0,2.6,3.6,0.0,-14.62,,,,,13.3,6.65,9.6,12.9,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.48,0.45,0.0,0.0,,,,,,,,,,,,,,,,,,11.0,13.0,0.2,,,0.0,,0.0,,,,,,,,,0.0,0.0,9.6,10.5,,,,,-22.27,-21.75,,,,,0.0,,,,,,,,,7.9,,,,,,,,,,,13.35,252.02,5.3
29/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.45,1.76,0.6,0.2,0.2,0.2,1.0,0.8,1.8,0.0,0.2,1.6,-14.63,,,,,12.25,5.6,10.0,13.2,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.5,0.6,0.0,0.0,,,,,,,,,,,,,,,,,,10.4,13.25,0.2,,,0.2,,0.0,,,,,,,,,0.0,0.0,10.45,10.15,,,,,-22.52,-21.81,,,,,0.0,,,,,,,,,8.45,,,,,,,,,,,11.05,252.01,6.1
30/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.66,,,,,11.45,7.0,11.15,13.15,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.46,0.33,0.0,0.0,,,,,,,,,,,,,,,,,,10.15,12.05,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,10.6,9.75,,,,,-22.5,-21.84,,,,,0.0,,,,,,,,,8.85,,,,,,,,,,,12.05,251.98,6.2
31/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.65,,,,,11.35,8.9,9.85,12.45,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.45,0.22,0.0,0.0,,,,,,,,,,,,,,,,,,10.65,12.45,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,11.95,11.75,,,,,-22.7,-21.87,,,,,0.0,,,,,,,,,9.4,,,,,,,,,,,12.3,251.94,3.3
01/04/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45,1.72,0.0,0.0,0.2,0.0,5.4,0.0,0.0,0.0,0.0,0.0,-14.62,,,,,12.25,9.15,12.0,13.9,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.39,0.19,0.0,0.0,,,,,,,,,,,,,,,,,,13.85,13.85,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,13.2,12.2,,,,,-22.77,-21.9,,,,,0.0,,,,,,,,,11.25,,,,,,,,,,,12.75,251.95,2.2
02/04/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,1.42,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,-14.6,,,,,13.65,9.45,12.3,14.95,-9594.493333,-15578.784,-11960.00093,0.0,0.0,0.35,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,12.6,14.05,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,13.65,13.8,,,,,-22.49,-21.83,,,,,0.0,,,,,,,,,11.85,,,,,,,,,,,14.55,251.97,2.6
03/04/2006,2.0,0.4,2.8,8.8,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,1.2,0.0,15.8,1.59,0.2,0.0,0.0,0.0,1.8,0.0,0.0,0.2,0.0,0.4,-14.59,,,,,13.9,8.95,12.55,14.65,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.42,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,10.75,15.3,0.0,,,0.2,,0.0,,,,,,,,,0.0,0.0,11.5,12.25,,,,,-22.77,-21.88,,,,,0.0,,,,,,,,,10.3,,,,,,,,,,,15.25,251.98,2.1
04/04/2006,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,1.8,0.0,0.0,0.0,0.0,1.4,14.7,1.57,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,-14.57,,,,,12.0,9.9,13.35,13.9,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.39,0.12,0.0,0.0,,,,,,,,,,,,,,,,,,11.6,14.35,0.0,,,0.2,,0.0,,,,,,,,,0.0,0.0,12.55,11.4,,,,,-22.65,-21.89,,,,,0.0,,,,,,,,,10.05,,,,,,,,,,,12.5,252.0,1.2
05/04/2006,1.8,1.4,2.4,5.0,1.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,1.58,0.0,0.0,0.2,0.0,4.6,0.0,0.0,3.6,2.0,0.0,-14.51,,,,,12.65,7.2,10.3,11.6,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.39,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,9.8,11.95,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,10.15,9.3,,,,,-22.49,-21.79,,,,,0.0,,,,,,,,,7.9,,,,,,,,,,,14.2,252.02,2.3
06/04/2006,2.4,0.6,1.0,6.8,1.8,5.8,0.0,1.0,0.6,2.6,1.8,0.4,0.8,1.4,14.5,1.63,2.2,3.0,0.6,0.2,3.2,1.6,4.2,12.2,11.0,2.0,-14.49,,,,,13.7,6.75,10.3,13.3,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.39,0.13,0.0,0.4,,,,,,,,,,,,,,,,,,10.55,13.85,0.6,,,0.8,,0.0,,,,,,,,,0.0,0.0,11.3,12.2,,,,,-22.43,-21.73,,,,,0.0,,,,,,,,,9.3,,,,,,,,,,,12.7,252.03,3.7
07/04/2006,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.0,1.6,3.0,6.0,1.2,6.4,6.2,12.4,1.61,3.4,0.0,0.0,2.2,4.0,3.4,5.2,0.0,0.0,6.2,-14.54,,,,,9.75,6.4,10.4,11.7,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.39,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,9.8,13.85,0.8,,,0.8,,2.2,,,,,,,,,0.0,0.0,9.1,9.95,,,,,-22.43,-21.73,,,,,3.6,,,,,,,,,7.0,,,,,,,,,,,9.55,252.05,4.3
08/04/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,11.9,1.32,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,-14.55,,,,,10.0,7.7,10.5,11.4,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.35,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,9.6,12.4,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,10.2,9.45,,,,,-22.52,-21.74,,,,,0.0,,,,,,,,,8.1,,,,,,,,,,,9.4,252.05,4.9
09/04/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.55,,,,,11.95,8.55,12.15,14.3,-9594.493333,-15578.784,-11960.00093,0.0,0.0,0.33,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,11.15,12.25,0.0,,,0.2,,0.0,,,,,,,,,0.0,0.0,11.2,10.5,,,,,-22.31,-21.75,,,,,0.0,,,,,,,,,9.65,,,,,,,,,,,11.45,252.05,4.9
10/04/2006,2.4,0.6,0.2,2.4,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,1.5,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-14.51,,,,,13.7,8.15,11.95,14.0,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.37,0.1,0.4,1.8,,,,,,,,,,,,,,,,,,12.75,15.55,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,12.45,12.6,,,,,-21.96,-21.58,,,,,0.0,,,,,,,,,10.1,,,,,,,,,,,14.45,252.05,5.0
11/04/2006,4.6,1.2,1.4,2.6,2.2,3.0,0.0,0.2,0.0,2.8,2.0,0.0,0.0,0.0,12.5,1.54,2.8,0.0,0.0,0.0,0.8,1.0,2.0,5.4,1.0,1.2,-14.51,,,,,14.6,4.7,8.4,11.5,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.36,0.08,0.6,0.2,,,,,,,,,,,,,,,,,,6.3,10.55,0.2,,,0.0,,0.0,,,,,,,,,0.0,0.0,8.8,9.9,,,,,-21.87,-21.46,,,,,4.8,,,,,,,,,6.0,,,,,,,,,,,13.9,252.05,5.0
12/04/2006,0.4,0.2,0.8,0.6,0.2,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,11.25,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-14.55,,,,,7.95,6.3,9.0,10.4,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.36,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,6.6,10.95,0.2,,,0.0,,0.0,,,,,,,,,0.0,0.0,8.8,8.6,,,,,-21.88,-21.44,,,,,0.0,,,,,,,,,6.85,,,,,,,,,,,8.3,252.05,5.0
13/04/2006,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,12.9,1.47,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.2,0.0,1.0,-14.56,,,,,9.2,7.45,10.75,11.75,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.33,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,7.75,11.7,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,10.85,10.0,,,,,-21.92,-21.45,,,,,0.6,,,,,,,,,7.3,,,,,,,,,,,10.7,252.05,5.0
